kingdom,phylum,class,order,family,subfamily,tribe,genus,subgenus,infraspecificEpithet,specificEpithet,scientificNameAuthorship,scientificNameAuthorshipYear,scientificName,continent,country,habitat,locality,county,decimalLatitude,decimalLongitude,eventTemperature,eventRelHum,eventAltitude,sampleStrata,day,month,year,materialSampleID,samplingLocationID,samplingProtocol,sampleSizeValue,samplingEffort,timePerSample,handWingIndex,birdBodyMassLog,birdDietVend,birdDietVect,birdDietFish,birdDietVunk,birdWataroundsurfForStrat,birdFruitDiet,birdInvDiet,birdNectDiet,birdPlantDiet,birdScavDiet,birdSeedDiet,birdVertDiet,birdAerialForStrat,birdNearWaterForStrat,birdCanopyForStrat,birdGroundForStrat,birdMidHiForStrat,birdUnderForStrat,birdPrefHabitat,birdHabitatScore,categoryThreatMMA,categoryThreatIUCN,birdForStrarRef
Animalia,Chordata,Aves,,Cracidae,,,Aburria,,,cujubi,Pelzeln,1858,Aburria cujubi Pelzeln 1858,South America,Brazil,Open Ombrophylous Forest,Carajás,Parauapebas,-6.175786,-50.40909,,,705,,7,11,2019,597,CN01,sound record - bird song identification by specialist,,,,,,,,,,,,,,,,,,,,,,,,,,LC,LC,
Animalia,Chordata,Aves,,Cracidae,,,Aburria,,,cujubi,Pelzeln,1858,Aburria cujubi Pelzeln 1858,South America,Brazil,Open Ombrophylous Forest,Carajás,Parauapebas,-6.175786,-50.40909,,,705,,7,11,2019,598,CN01,sound record - bird song identification by specialist,,,,,,,,,,,,,,,,,,,,,,,,,,LC,LC,
Animalia,Chordata,Aves,,Cracidae,,,Aburria,,,cujubi,Pelzeln,1858,Aburria cujubi Pelzeln 1858,South America,Brazil,Open Ombrophylous Forest,Carajás,Parauapebas,-6.175786,-50.40909,,,705,,9,11,2019,599,CN01,sound record - bird song identification by specialist,,,,,,,,,,,,,,,,,,,,,,,,,,LC,LC,
Animalia,Chordata,Aves,,Cracidae,,,Aburria,,,cujubi,Pelzeln,1858,Aburria cujubi Pelzeln 1858,South America,Brazil,Open Ombrophylous Forest,Carajás,Parauapebas,-6.175786,-50.40909,,,680,,8,11,2019,600,CN02,sound record - bird song identification by specialist,,,,,,,,,,,,,,,,,,,,,,,,,,LC,LC,
Animalia,Chordata,Aves,,Cracidae,,,Aburria,,,cujubi,Pelzeln,1858,Aburria cujubi Pelzeln 1858,South America,Brazil,Open Ombrophylous Forest,Carajás,Parauapebas,-6.175786,-50.40909,,,680,,8,11,2019,601,CN02,sound record - bird song identification by specialist,,,,,,,,,,,,,,,,,,,,,,,,,,LC,LC,
Animalia,Chordata,Aves,,Cracidae,,,Aburria,,,cujubi,Pelzeln,1858,Aburria cujubi Pelzeln 1858,South America,Brazil,Open Ombrophylous Forest,Carajás,Parauapebas,-6.175786,-50.40909,,,680,,6,11,2019,602,CN02,sound record - bird song identification by specialist,,,,,,,,,,,,,,,,,,,,,,,,,,LC,LC,
Animalia,Chordata,Aves,,Cracidae,,,Aburria,,,cujubi,Pelzeln,1858,Aburria cujubi Pelzeln 1858,South America,Brazil,Open Ombrophylous Forest,Carajás,Parauapebas,-6.175786,-50.40909,,,680,,7,11,2019,603,CN02,sound record - bird song identification by specialist,,,,,,,,,,,,,,,,,,,,,,,,,,LC,LC,
Animalia,Chordata,Aves,,Cracidae,,,Aburria,,,cujubi,Pelzeln,1858,Aburria cujubi Pelzeln 1858,South America,Brazil,Open Ombrophylous Forest,Carajás,Parauapebas,-6.173898,-50.37792,,,692,,9,11,2019,604,CN03,sound record - bird song identification by specialist,,,,,,,,,,,,,,,,,,,,,,,,,,LC,LC,
Animalia,Chordata,Aves,,Cracidae,,,Aburria,,,cujubi,Pelzeln,1858,Aburria cujubi Pelzeln 1858,South America,Brazil,Open Ombrophylous Forest,Carajás,Parauapebas,-6.17136,-50.35343,,,603,,8,11,2019,605,CN07,sound record - bird song identification by specialist,,,,,,,,,,,,,,,,,,,,,,,,,,LC,LC,
Animalia,Chordata,Aves,,Cracidae,,,Aburria,,,cujubi,Pelzeln,1858,Aburria cujubi Pelzeln 1858,South America,Brazil,Open Ombrophylous Forest,Carajás,Parauapebas,-6.175786,-50.40909,,,680,,8,11,2019,201911080701_CN2,CN02,sound record - bird song identification by specialist,,,,,,,,,,,,,,,,,,,,,,,,,,LC,LC,
Animalia,Chordata,Aves,,Psittacidae,,,Amazona,,,amazonica,Linnaeus,1766,Amazona amazonica Linnaeus 1766,South America,Brazil,Open Ombrophylous Forest,Carajás,Parauapebas,-6.175786,-50.40909,,,705,,9,11,2019,606,CN01,sound record - bird song identification by specialist,,,,30.16717907,2.678463747,0,0,0,0,0,40,0,0,30,0,30,,0,,0,33,33,33,,2,LC,LC,
Animalia,Chordata,Aves,,Psittacidae,,,Amazona,,,amazonica,Linnaeus,1766,Amazona amazonica Linnaeus 1766,South America,Brazil,Open Ombrophylous Forest,Carajás,Parauapebas,-6.175786,-50.40909,,,705,,9,11,2019,607,CN01,sound record - bird song identification by specialist,,,,30.16717907,2.678463747,0,0,0,0,0,40,0,0,30,0,30,,0,,0,33,33,33,,2,LC,LC,
Animalia,Chordata,Aves,,Psittacidae,,,Amazona,,,ochrocephala,Gmelin,1788,Amazona ochrocephala Gmelin 1788,South America,Brazil,Open Ombrophylous Forest,Carajás,Parauapebas,-6.175786,-50.40909,,,705,,9,11,2019,201911090751_CN1,CN01,sound record - bird song identification by specialist,,,,30.16717907,2.678463747,0,0,0,0,0,40,0,0,30,0,30,,0,,0,33,33,33,,2,LC,LC,
Animalia,Chordata,Aves,,Psittacidae,,,Amazona,,,ochrocephala,Gmelin,1788,Amazona ochrocephala Gmelin 1788,South America,Brazil,Open Ombrophylous Forest,Carajás,Parauapebas,-6.175786,-50.40909,,,705,,9,11,2019,201911090751_CN1,CN01,sound record - bird song identification by specialist,,,,30.16717907,2.678463747,0,0,0,0,0,40,0,0,30,0,30,,0,,0,33,33,33,,2,LC,LC,
Animalia,Chordata,Aves,,Psittacidae,,,Amazona,,,ochrocephala,Gmelin,1788,Amazona ochrocephala Gmelin 1788,South America,Brazil,Open Ombrophylous Forest,Carajás,Parauapebas,-6.175786,-50.40909,,,705,,10,11,2019,201911100701_CN1,CN01,sound record - bird song identification by specialist,,,,30.16717907,2.678463747,0,0,0,0,0,40,0,0,30,0,30,,0,,0,33,33,33,,2,LC,LC,
Animalia,Chordata,Aves,,Psittacidae,,,Amazona,,,ochrocephala,Gmelin,1788,Amazona ochrocephala Gmelin 1788,South America,Brazil,Open Ombrophylous Forest,Carajás,Parauapebas,-6.175786,-50.40909,,,705,,10,11,2019,201911100701_CN1,CN01,sound record - bird song identification by specialist,,,,30.16717907,2.678463747,0,0,0,0,0,40,0,0,30,0,30,,0,,0,33,33,33,,2,LC,LC,
Animalia,Chordata,Aves,,Psittacidae,,,Amazona,,,ochrocephala,Gmelin,1788,Amazona ochrocephala Gmelin 1788,South America,Brazil,Open Ombrophylous Forest,Carajás,Parauapebas,-6.175786,-50.40909,,,705,,10,11,2019,201911100841_CN1,CN01,sound record - bird song identification by specialist,,,,30.16717907,2.678463747,0,0,0,0,0,40,0,0,30,0,30,,0,,0,33,33,33,,2,LC,LC,
Animalia,Chordata,Aves,,Psittacidae,,,Amazona,,,ochrocephala,Gmelin,1788,Amazona ochrocephala Gmelin 1788,South America,Brazil,Open Ombrophylous Forest,Carajás,Parauapebas,-6.175786,-50.40909,,,680,,8,11,2019,608,CN02,sound record - bird song identification by specialist,,,,30.16717907,2.678463747,0,0,0,0,0,40,0,0,30,0,30,,0,,0,33,33,33,,2,LC,LC,
Animalia,Chordata,Aves,,Psittacidae,,,Amazona,,,ochrocephala,Gmelin,1788,Amazona ochrocephala Gmelin 1788,South America,Brazil,Open Ombrophylous Forest,Carajás,Parauapebas,-6.175786,-50.40909,,,680,,8,11,2019,609,CN02,sound record - bird song identification by specialist,,,,30.16717907,2.678463747,0,0,0,0,0,40,0,0,30,0,30,,0,,0,33,33,33,,2,LC,LC,
Animalia,Chordata,Aves,,Psittacidae,,,Amazona,,,ochrocephala,Gmelin,1788,Amazona ochrocephala Gmelin 1788,South America,Brazil,Open Ombrophylous Forest,Carajás,Parauapebas,-6.175786,-50.40909,,,680,,6,11,2019,610,CN02,sound record - bird song identification by specialist,,,,30.16717907,2.678463747,0,0,0,0,0,40,0,0,30,0,30,,0,,0,33,33,33,,2,LC,LC,
Animalia,Chordata,Aves,,Psittacidae,,,Amazona,,,ochrocephala,Gmelin,1788,Amazona ochrocephala Gmelin 1788,South America,Brazil,Open Ombrophylous Forest,Carajás,Parauapebas,-6.175786,-50.40909,,,680,,6,11,2019,611,CN02,sound record - bird song identification by specialist,,,,30.16717907,2.678463747,0,0,0,0,0,40,0,0,30,0,30,,0,,0,33,33,33,,2,LC,LC,
Animalia,Chordata,Aves,,Psittacidae,,,Amazona,,,ochrocephala,Gmelin,1788,Amazona ochrocephala Gmelin 1788,South America,Brazil,Open Ombrophylous Forest,Carajás,Parauapebas,-6.175786,-50.40909,,,680,,6,11,2019,612,CN02,sound record - bird song identification by specialist,,,,30.16717907,2.678463747,0,0,0,0,0,40,0,0,30,0,30,,0,,0,33,33,33,,2,LC,LC,
Animalia,Chordata,Aves,,Psittacidae,,,Amazona,,,ochrocephala,Gmelin,1788,Amazona ochrocephala Gmelin 1788,South America,Brazil,Open Ombrophylous Forest,Carajás,Parauapebas,-6.175786,-50.40909,,,680,,6,11,2019,613,CN02,sound record - bird song identification by specialist,,,,30.16717907,2.678463747,0,0,0,0,0,40,0,0,30,0,30,,0,,0,33,33,33,,2,LC,LC,
Animalia,Chordata,Aves,,Psittacidae,,,Amazona,,,ochrocephala,Gmelin,1788,Amazona ochrocephala Gmelin 1788,South America,Brazil,Open Ombrophylous Forest,Carajás,Parauapebas,-6.175786,-50.40909,,,680,,7,11,2019,614,CN02,sound record - bird song identification by specialist,,,,30.16717907,2.678463747,0,0,0,0,0,40,0,0,30,0,30,,0,,0,33,33,33,,2,LC,LC,
Animalia,Chordata,Aves,,Psittacidae,,,Amazona,,,ochrocephala,Gmelin,1788,Amazona ochrocephala Gmelin 1788,South America,Brazil,Open Ombrophylous Forest,Carajás,Parauapebas,-6.175786,-50.40909,,,680,,7,11,2019,615,CN02,sound record - bird song identification by specialist,,,,30.16717907,2.678463747,0,0,0,0,0,40,0,0,30,0,30,,0,,0,33,33,33,,2,LC,LC,
Animalia,Chordata,Aves,,Psittacidae,,,Amazona,,,ochrocephala,Gmelin,1788,Amazona ochrocephala Gmelin 1788,South America,Brazil,Open Ombrophylous Forest,Carajás,Parauapebas,-6.175786,-50.40909,,,680,,7,11,2019,616,CN02,sound record - bird song identification by specialist,,,,30.16717907,2.678463747,0,0,0,0,0,40,0,0,30,0,30,,0,,0,33,33,33,,2,LC,LC,
Animalia,Chordata,Aves,,Psittacidae,,,Amazona,,,ochrocephala,Gmelin,1788,Amazona ochrocephala Gmelin 1788,South America,Brazil,Open Ombrophylous Forest,Carajás,Parauapebas,-6.175786,-50.40909,,,680,,7,11,2019,617,CN02,sound record - bird song identification by specialist,,,,30.16717907,2.678463747,0,0,0,0,0,40,0,0,30,0,30,,0,,0,33,33,33,,2,LC,LC,
Animalia,Chordata,Aves,,Psittacidae,,,Amazona,,,ochrocephala,Gmelin,1788,Amazona ochrocephala Gmelin 1788,South America,Brazil,Open Ombrophylous Forest,Carajás,Parauapebas,-6.173898,-50.37792,,,692,,7,11,2019,618,CN03,sound record - bird song identification by specialist,,,,30.16717907,2.678463747,0,0,0,0,0,40,0,0,30,0,30,,0,,0,33,33,33,,2,LC,LC,
Animalia,Chordata,Aves,,Psittacidae,,,Amazona,,,ochrocephala,Gmelin,1788,Amazona ochrocephala Gmelin 1788,South America,Brazil,Open Ombrophylous Forest,Carajás,Parauapebas,-6.173898,-50.37792,,,692,,7,11,2019,619,CN03,sound record - bird song identification by specialist,,,,30.16717907,2.678463747,0,0,0,0,0,40,0,0,30,0,30,,0,,0,33,33,33,,2,LC,LC,
Animalia,Chordata,Aves,,Psittacidae,,,Amazona,,,ochrocephala,Gmelin,1788,Amazona ochrocephala Gmelin 1788,South America,Brazil,Open Ombrophylous Forest,Carajás,Parauapebas,-6.173898,-50.37792,,,692,,9,11,2019,620,CN03,sound record - bird song identification by specialist,,,,30.16717907,2.678463747,0,0,0,0,0,40,0,0,30,0,30,,0,,0,33,33,33,,2,LC,LC,
Animalia,Chordata,Aves,,Psittacidae,,,Amazona,,,ochrocephala,Gmelin,1788,Amazona ochrocephala Gmelin 1788,South America,Brazil,Open Ombrophylous Forest,Carajás,Parauapebas,-6.148752,-50.42119,,,662,,7,11,2019,621,CN04,sound record - bird song identification by specialist,,,,30.16717907,2.678463747,0,0,0,0,0,40,0,0,30,0,30,,0,,0,33,33,33,,2,LC,LC,
Animalia,Chordata,Aves,,Psittacidae,,,Amazona,,,ochrocephala,Gmelin,1788,Amazona ochrocephala Gmelin 1788,South America,Brazil,Open Ombrophylous Forest,Carajás,Parauapebas,-6.148752,-50.42119,,,662,,7,11,2019,622,CN04,sound record - bird song identification by specialist,,,,30.16717907,2.678463747,0,0,0,0,0,40,0,0,30,0,30,,0,,0,33,33,33,,2,LC,LC,
Animalia,Chordata,Aves,,Psittacidae,,,Amazona,,,ochrocephala,Gmelin,1788,Amazona ochrocephala Gmelin 1788,South America,Brazil,Open Ombrophylous Forest,Carajás,Parauapebas,-6.148752,-50.42119,,,662,,8,11,2019,623,CN04,sound record - bird song identification by specialist,,,,30.16717907,2.678463747,0,0,0,0,0,40,0,0,30,0,30,,0,,0,33,33,33,,2,LC,LC,
Animalia,Chordata,Aves,,Psittacidae,,,Amazona,,,ochrocephala,Gmelin,1788,Amazona ochrocephala Gmelin 1788,South America,Brazil,Open Ombrophylous Forest,Carajás,Parauapebas,-6.148752,-50.42119,,,662,,8,11,2019,624,CN04,sound record - bird song identification by specialist,,,,30.16717907,2.678463747,0,0,0,0,0,40,0,0,30,0,30,,0,,0,33,33,33,,2,LC,LC,
Animalia,Chordata,Aves,,Psittacidae,,,Amazona,,,ochrocephala,Gmelin,1788,Amazona ochrocephala Gmelin 1788,South America,Brazil,Open Ombrophylous Forest,Carajás,Parauapebas,-6.148752,-50.42119,,,662,,9,11,2019,625,CN04,sound record - bird song identification by specialist,,,,30.16717907,2.678463747,0,0,0,0,0,40,0,0,30,0,30,,0,,0,33,33,33,,2,LC,LC,
Animalia,Chordata,Aves,,Psittacidae,,,Amazona,,,ochrocephala,Gmelin,1788,Amazona ochrocephala Gmelin 1788,South America,Brazil,Open Ombrophylous Forest,Carajás,Parauapebas,-6.148752,-50.42119,,,662,,9,11,2019,626,CN04,sound record - bird song identification by specialist,,,,30.16717907,2.678463747,0,0,0,0,0,40,0,0,30,0,30,,0,,0,33,33,33,,2,LC,LC,
Animalia,Chordata,Aves,,Psittacidae,,,Amazona,,,ochrocephala,Gmelin,1788,Amazona ochrocephala Gmelin 1788,South America,Brazil,Open Ombrophylous Forest,Carajás,Parauapebas,-6.148752,-50.42119,,,662,,7,11,2019,649,CN04,sound record - bird song identification by specialist,,,,,,,,,,,,,,,,,,,,,,,,,,LC,LC,
Animalia,Chordata,Aves,,Psittacidae,,,Amazona,,,ochrocephala,Gmelin,1788,Amazona ochrocephala Gmelin 1788,South America,Brazil,Open Ombrophylous Forest,Carajás,Parauapebas,-6.145874,-50.43998,,,670,,7,11,2019,627,CN05,sound record - bird song identification by specialist,,,,30.16717907,2.678463747,0,0,0,0,0,40,0,0,30,0,30,,0,,0,33,33,33,,2,LC,LC,
Animalia,Chordata,Aves,,Psittacidae,,,Amazona,,,ochrocephala,Gmelin,1788,Amazona ochrocephala Gmelin 1788,South America,Brazil,Open Ombrophylous Forest,Carajás,Parauapebas,-6.145874,-50.43998,,,670,,7,11,2019,628,CN05,sound record - bird song identification by specialist,,,,30.16717907,2.678463747,0,0,0,0,0,40,0,0,30,0,30,,0,,0,33,33,33,,2,LC,LC,
Animalia,Chordata,Aves,,Psittacidae,,,Amazona,,,ochrocephala,Gmelin,1788,Amazona ochrocephala Gmelin 1788,South America,Brazil,Open Ombrophylous Forest,Carajás,Parauapebas,-6.145874,-50.43998,,,670,,8,11,2019,629,CN05,sound record - bird song identification by specialist,,,,30.16717907,2.678463747,0,0,0,0,0,40,0,0,30,0,30,,0,,0,33,33,33,,2,LC,LC,
Animalia,Chordata,Aves,,Psittacidae,,,Amazona,,,ochrocephala,Gmelin,1788,Amazona ochrocephala Gmelin 1788,South America,Brazil,Open Ombrophylous Forest,Carajás,Parauapebas,-6.145874,-50.43998,,,670,,8,11,2019,630,CN05,sound record - bird song identification by specialist,,,,30.16717907,2.678463747,0,0,0,0,0,40,0,0,30,0,30,,0,,0,33,33,33,,2,LC,LC,
Animalia,Chordata,Aves,,Psittacidae,,,Amazona,,,ochrocephala,Gmelin,1788,Amazona ochrocephala Gmelin 1788,South America,Brazil,Open Ombrophylous Forest,Carajás,Parauapebas,-6.145874,-50.43998,,,670,,9,11,2019,631,CN05,sound record - bird song identification by specialist,,,,30.16717907,2.678463747,0,0,0,0,0,40,0,0,30,0,30,,0,,0,33,33,33,,2,LC,LC,
Animalia,Chordata,Aves,,Psittacidae,,,Amazona,,,ochrocephala,Gmelin,1788,Amazona ochrocephala Gmelin 1788,South America,Brazil,Open Ombrophylous Forest,Carajás,Parauapebas,-6.145874,-50.43998,,,670,,9,11,2019,632,CN05,sound record - bird song identification by specialist,,,,30.16717907,2.678463747,0,0,0,0,0,40,0,0,30,0,30,,0,,0,33,33,33,,2,LC,LC,
Animalia,Chordata,Aves,,Psittacidae,,,Amazona,,,ochrocephala,Gmelin,1788,Amazona ochrocephala Gmelin 1788,South America,Brazil,Open Ombrophylous Forest,Carajás,Parauapebas,-6.145874,-50.43998,,,670,,9,11,2019,633,CN05,sound record - bird song identification by specialist,,,,30.16717907,2.678463747,0,0,0,0,0,40,0,0,30,0,30,,0,,0,33,33,33,,2,LC,LC,
Animalia,Chordata,Aves,,Psittacidae,,,Amazona,,,ochrocephala,Gmelin,1788,Amazona ochrocephala Gmelin 1788,South America,Brazil,Open Ombrophylous Forest,Carajás,Parauapebas,-6.145874,-50.43998,,,670,,7,11,2019,650,CN05,sound record - bird song identification by specialist,,,,,,,,,,,,,,,,,,,,,,,,,,LC,LC,
Animalia,Chordata,Aves,,Psittacidae,,,Amazona,,,ochrocephala,Gmelin,1788,Amazona ochrocephala Gmelin 1788,South America,Brazil,Open Ombrophylous Forest,Carajás,Parauapebas,-6.137579,-50.45285,,,412,,8,11,2019,651,CN06,sound record - bird song identification by specialist,,,,,,,,,,,,,,,,,,,,,,,,,,LC,LC,
Animalia,Chordata,Aves,,Psittacidae,,,Amazona,,,ochrocephala,Gmelin,1788,Amazona ochrocephala Gmelin 1788,South America,Brazil,Evergreen Seasonal Forest,Carajás,Parauapebas,-6.171656,-50.35259,,,466,,8,11,2019,634,CN08,sound record - bird song identification by specialist,,,,30.16717907,2.678463747,0,0,0,0,0,40,0,0,30,0,30,,0,,0,33,33,33,,2,LC,LC,
Animalia,Chordata,Aves,,Psittacidae,,,Amazona,,,ochrocephala,Gmelin,1788,Amazona ochrocephala Gmelin 1788,South America,Brazil,Evergreen Seasonal Forest,Carajás,Parauapebas,-6.171656,-50.35259,,,466,,8,11,2019,635,CN08,sound record - bird song identification by specialist,,,,30.16717907,2.678463747,0,0,0,0,0,40,0,0,30,0,30,,0,,0,33,33,33,,2,LC,LC,
Animalia,Chordata,Aves,,Psittacidae,,,Amazona,,,ochrocephala,Gmelin,1788,Amazona ochrocephala Gmelin 1788,South America,Brazil,Evergreen Seasonal Forest,Carajás,Parauapebas,-6.171656,-50.35259,,,466,,10,11,2019,636,CN08,sound record - bird song identification by specialist,,,,30.16717907,2.678463747,0,0,0,0,0,40,0,0,30,0,30,,0,,0,33,33,33,,2,LC,LC,
Animalia,Chordata,Aves,,Psittacidae,,,Amazona,,,ochrocephala,Gmelin,1788,Amazona ochrocephala Gmelin 1788,South America,Brazil,Evergreen Seasonal Forest,Carajás,Parauapebas,-6.171656,-50.35259,,,466,,10,11,2019,637,CN08,sound record - bird song identification by specialist,,,,30.16717907,2.678463747,0,0,0,0,0,40,0,0,30,0,30,,0,,0,33,33,33,,2,LC,LC,
Animalia,Chordata,Aves,,Psittacidae,,,Amazona,,,ochrocephala,Gmelin,1788,Amazona ochrocephala Gmelin 1788,South America,Brazil,Evergreen Seasonal Forest,Carajás,Parauapebas,-6.20235,-50.34388,,,384,,8,11,2019,638,CN09,sound record - bird song identification by specialist,,,,30.16717907,2.678463747,0,0,0,0,0,40,0,0,30,0,30,,0,,0,33,33,33,,2,LC,LC,
Animalia,Chordata,Aves,,Psittacidae,,,Amazona,,,ochrocephala,Gmelin,1788,Amazona ochrocephala Gmelin 1788,South America,Brazil,Evergreen Seasonal Forest,Carajás,Parauapebas,-6.20235,-50.34388,,,384,,8,11,2019,639,CN09,sound record - bird song identification by specialist,,,,30.16717907,2.678463747,0,0,0,0,0,40,0,0,30,0,30,,0,,0,33,33,33,,2,LC,LC,
Animalia,Chordata,Aves,,Psittacidae,,,Amazona,,,ochrocephala,Gmelin,1788,Amazona ochrocephala Gmelin 1788,South America,Brazil,Evergreen Seasonal Forest,Carajás,Parauapebas,-6.20235,-50.34388,,,384,,9,11,2019,640,CN09,sound record - bird song identification by specialist,,,,30.16717907,2.678463747,0,0,0,0,0,40,0,0,30,0,30,,0,,0,33,33,33,,2,LC,LC,
Animalia,Chordata,Aves,,Psittacidae,,,Amazona,,,ochrocephala,Gmelin,1788,Amazona ochrocephala Gmelin 1788,South America,Brazil,Evergreen Seasonal Forest,Carajás,Parauapebas,-6.20235,-50.34388,,,384,,9,11,2019,641,CN09,sound record - bird song identification by specialist,,,,30.16717907,2.678463747,0,0,0,0,0,40,0,0,30,0,30,,0,,0,33,33,33,,2,LC,LC,
Animalia,Chordata,Aves,,Psittacidae,,,Amazona,,,ochrocephala,Gmelin,1788,Amazona ochrocephala Gmelin 1788,South America,Brazil,Deciduous Forest,Carajás,Canaã dos Carajás,-6.215823,-50.31776,,,625,,7,11,2019,642,CN10,sound record - bird song identification by specialist,,,,30.16717907,2.678463747,0,0,0,0,0,40,0,0,30,0,30,,0,,0,33,33,33,,2,LC,LC,
Animalia,Chordata,Aves,,Psittacidae,,,Amazona,,,ochrocephala,Gmelin,1788,Amazona ochrocephala Gmelin 1788,South America,Brazil,Deciduous Forest,Carajás,Canaã dos Carajás,-6.215823,-50.31776,,,625,,7,11,2019,643,CN10,sound record - bird song identification by specialist,,,,30.16717907,2.678463747,0,0,0,0,0,40,0,0,30,0,30,,0,,0,33,33,33,,2,LC,LC,
Animalia,Chordata,Aves,,Psittacidae,,,Amazona,,,ochrocephala,Gmelin,1788,Amazona ochrocephala Gmelin 1788,South America,Brazil,Deciduous Forest,Carajás,Canaã dos Carajás,-6.215823,-50.31776,,,625,,7,11,2019,644,CN10,sound record - bird song identification by specialist,,,,30.16717907,2.678463747,0,0,0,0,0,40,0,0,30,0,30,,0,,0,33,33,33,,2,LC,LC,
Animalia,Chordata,Aves,,Psittacidae,,,Amazona,,,ochrocephala,Gmelin,1788,Amazona ochrocephala Gmelin 1788,South America,Brazil,Forest associated with ferruginous mountains,Carajás,Parauapebas,-6.14236,-50.17405,,,710,,6,11,2019,645,CN13,sound record - bird song identification by specialist,,,,30.16717907,2.678463747,0,0,0,0,0,40,0,0,30,0,30,,0,,0,33,33,33,,2,LC,LC,
Animalia,Chordata,Aves,,Psittacidae,,,Amazona,,,ochrocephala,Gmelin,1788,Amazona ochrocephala Gmelin 1788,South America,Brazil,Forest associated with ferruginous mountains,Carajás,Parauapebas,-6.14236,-50.17405,,,710,,6,11,2019,646,CN13,sound record - bird song identification by specialist,,,,30.16717907,2.678463747,0,0,0,0,0,40,0,0,30,0,30,,0,,0,33,33,33,,2,LC,LC,
Animalia,Chordata,Aves,,Psittacidae,,,Amazona,,,ochrocephala,Gmelin,1788,Amazona ochrocephala Gmelin 1788,South America,Brazil,Forest associated with ferruginous mountains,Carajás,Parauapebas,-6.14236,-50.17405,,,710,,7,11,2019,647,CN13,sound record - bird song identification by specialist,,,,30.16717907,2.678463747,0,0,0,0,0,40,0,0,30,0,30,,0,,0,33,33,33,,2,LC,LC,
Animalia,Chordata,Aves,,Psittacidae,,,Amazona,,,ochrocephala,Gmelin,1788,Amazona ochrocephala Gmelin 1788,South America,Brazil,Forest associated with ferruginous mountains,Carajás,Parauapebas,-6.14236,-50.17405,,,710,,7,11,2019,648,CN13,sound record - bird song identification by specialist,,,,30.16717907,2.678463747,0,0,0,0,0,40,0,0,30,0,30,,0,,0,33,33,33,,2,LC,LC,
Animalia,Chordata,Aves,,Psittacidae,,,Amazona,,,ochrocephala,Gmelin,1788,Amazona ochrocephala Gmelin 1788,South America,Brazil,Open Ombrophylous Forest,Carajás,Parauapebas,-6.175786,-50.40909,,,705,,8,11,2019,201911081631_CN1b,CN01,sound record - bird song identification by specialist,,,,30.16717907,2.678463747,0,0,0,0,0,40,0,0,30,0,30,,0,,0,33,33,33,,2,LC,LC,
Animalia,Chordata,Aves,,Psittacidae,,,Amazona,,,ochrocephala,Gmelin,1788,Amazona ochrocephala Gmelin 1788,South America,Brazil,Open Ombrophylous Forest,Carajás,Parauapebas,-6.175786,-50.40909,,,680,,6,11,2019,201911060731_CN2,CN02,sound record - bird song identification by specialist,,,,30.16717907,2.678463747,0,0,0,0,0,40,0,0,30,0,30,,0,,0,33,33,33,,2,LC,LC,
Animalia,Chordata,Aves,,Psittacidae,,,Amazona,,,ochrocephala,Gmelin,1788,Amazona ochrocephala Gmelin 1788,South America,Brazil,Open Ombrophylous Forest,Carajás,Parauapebas,-6.175786,-50.40909,,,680,,6,11,2019,201911060751_CN2,CN02,sound record - bird song identification by specialist,,,,30.16717907,2.678463747,0,0,0,0,0,40,0,0,30,0,30,,0,,0,33,33,33,,2,LC,LC,
Animalia,Chordata,Aves,,Psittacidae,,,Amazona,,,ochrocephala,Gmelin,1788,Amazona ochrocephala Gmelin 1788,South America,Brazil,Open Ombrophylous Forest,Carajás,Parauapebas,-6.175786,-50.40909,,,680,,7,11,2019,201911070711_CN2,CN02,sound record - bird song identification by specialist,,,,30.16717907,2.678463747,0,0,0,0,0,40,0,0,30,0,30,,0,,0,33,33,33,,2,LC,LC,
Animalia,Chordata,Aves,,Psittacidae,,,Amazona,,,ochrocephala,Gmelin,1788,Amazona ochrocephala Gmelin 1788,South America,Brazil,Open Ombrophylous Forest,Carajás,Parauapebas,-6.175786,-50.40909,,,680,,7,11,2019,201911070711_CN2,CN02,sound record - bird song identification by specialist,,,,30.16717907,2.678463747,0,0,0,0,0,40,0,0,30,0,30,,0,,0,33,33,33,,2,LC,LC,
Animalia,Chordata,Aves,,Psittacidae,,,Amazona,,,ochrocephala,Gmelin,1788,Amazona ochrocephala Gmelin 1788,South America,Brazil,Open Ombrophylous Forest,Carajás,Parauapebas,-6.175786,-50.40909,,,680,,7,11,2019,201911070741_CN2,CN02,sound record - bird song identification by specialist,,,,30.16717907,2.678463747,0,0,0,0,0,40,0,0,30,0,30,,0,,0,33,33,33,,2,LC,LC,
Animalia,Chordata,Aves,,Psittacidae,,,Amazona,,,ochrocephala,Gmelin,1788,Amazona ochrocephala Gmelin 1788,South America,Brazil,Open Ombrophylous Forest,Carajás,Parauapebas,-6.175786,-50.40909,,,680,,8,11,2019,201911080711_CN2,CN02,sound record - bird song identification by specialist,,,,30.16717907,2.678463747,0,0,0,0,0,40,0,0,30,0,30,,0,,0,33,33,33,,2,LC,LC,
