kingdom,phylum,class,order,family,subfamily,tribe,genus,subgenus,infraspecificEpithet,specificEpithet,scientificNameAuthorship,scientificNameAuthorshipYear,scientificName,continent,country,habitat,locality,county,decimalLatitude,decimalLongitude,eventTemperature,eventRelHum,eventAltitude,sampleStrata,day,month,year,materialSampleID,samplingLocationID,samplingProtocol,sampleSizeValue,samplingEffort,timePerSample,handWingIndex,birdBodyMassLog,birdDietVend,birdDietVect,birdDietFish,birdDietVunk,birdWataroundsurfForStrat,birdFruitDiet,birdInvDiet,birdNectDiet,birdPlantDiet,birdScavDiet,birdSeedDiet,birdVertDiet,birdAerialForStrat,birdNearWaterForStrat,birdCanopyForStrat,birdGroundForStrat,birdMidHiForStrat,birdUnderForStrat,birdPrefHabitat,birdHabitatScore,categoryThreatMMA,categoryThreatIUCN,birdForStrarRef
Animalia,Chordata,Aves,,Emberizidae,,,Arremon,,,taciturnus,Hermann,1783,Arremon taciturnus Hermann 1783,South America,Brazil,Evergreen Seasonal Forest,Carajás,Parauapebas,-6.20235,-50.34388,,,384,,8,11,2019,201911080701_CN9,CN09,sound record - bird song identification by specialist,,,,10.86684276,1.394451681,0,0,0,0,0,40,30,0,0,0,30,,0,,0,50,0,50,,1,LC,LC,
Animalia,Chordata,Aves,,Emberizidae,,,Arremon,,,taciturnus,Hermann,1783,Arremon taciturnus Hermann 1783,South America,Brazil,Evergreen Seasonal Forest,Carajás,Parauapebas,-6.20235,-50.34388,,,384,,10,11,2019,201911100741_CN9,CN09,sound record - bird song identification by specialist,,,,10.86684276,1.394451681,0,0,0,0,0,40,30,0,0,0,30,,0,,0,50,0,50,,1,LC,LC,
Animalia,Chordata,Aves,,Emberizidae,,,Arremon,,,taciturnus,Hermann,1783,Arremon taciturnus Hermann 1783,South America,Brazil,Evergreen Seasonal Forest,Carajás,Parauapebas,-6.20235,-50.34388,,,384,,11,11,2019,201911110731_CN9,CN09,sound record - bird song identification by specialist,,,,10.86684276,1.394451681,0,0,0,0,0,40,30,0,0,0,30,,0,,0,50,0,50,,1,LC,LC,
Animalia,Chordata,Aves,,Emberizidae,,,Arremon,,,taciturnus,Hermann,1783,Arremon taciturnus Hermann 1783,South America,Brazil,Evergreen Seasonal Forest,Carajás,Parauapebas,-6.20235,-50.34388,,,384,,12,11,2019,201911120931_CN9,CN09,sound record - bird song identification by specialist,,,,10.86684276,1.394451681,0,0,0,0,0,40,30,0,0,0,30,,0,,0,50,0,50,,1,LC,LC,
Animalia,Chordata,Aves,,Emberizidae,,,Arremon,,,taciturnus,Hermann,1783,Arremon taciturnus Hermann 1783,South America,Brazil,Evergreen Seasonal Forest,Carajás,Parauapebas,-6.20235,-50.34388,,,384,,12,11,2019,201911120931_CN9,CN09,sound record - bird song identification by specialist,,,,10.86684276,1.394451681,0,0,0,0,0,40,30,0,0,0,30,,0,,0,50,0,50,,1,LC,LC,
Animalia,Chordata,Aves,,Emberizidae,,,Arremon,,,taciturnus,Hermann,1783,Arremon taciturnus Hermann 1783,South America,Brazil,Evergreen Seasonal Forest,Carajás,Parauapebas,-6.20235,-50.34388,,,384,,9,11,2019,201911091721_CN9b,CN09,sound record - bird song identification by specialist,,,,10.86684276,1.394451681,0,0,0,0,0,40,30,0,0,0,30,,0,,0,50,0,50,,1,LC,LC,
Animalia,Chordata,Aves,,Emberizidae,,,Arremon,,,taciturnus,Hermann,1783,Arremon taciturnus Hermann 1783,South America,Brazil,Deciduous Forest,Carajás,Canaã dos Carajás,-6.215823,-50.31776,,,625,,7,11,2019,201911070701_CN10,CN10,sound record - bird song identification by specialist,,,,10.86684276,1.394451681,0,0,0,0,0,40,30,0,0,0,30,,0,,0,50,0,50,,1,LC,LC,
Animalia,Chordata,Aves,,Emberizidae,,,Arremon,,,taciturnus,Hermann,1783,Arremon taciturnus Hermann 1783,South America,Brazil,Deciduous Forest,Carajás,Canaã dos Carajás,-6.215823,-50.31776,,,625,,8,11,2019,201911081351_CN10,CN10,sound record - bird song identification by specialist,,,,10.86684276,1.394451681,0,0,0,0,0,40,30,0,0,0,30,,0,,0,50,0,50,,1,LC,LC,
Animalia,Chordata,Aves,,Emberizidae,,,Arremon,,,taciturnus,Hermann,1783,Arremon taciturnus Hermann 1783,South America,Brazil,Deciduous Forest,Carajás,Canaã dos Carajás,-6.215823,-50.31776,,,625,,9,11,2019,201911090701_CN10,CN10,sound record - bird song identification by specialist,,,,10.86684276,1.394451681,0,0,0,0,0,40,30,0,0,0,30,,0,,0,50,0,50,,1,LC,LC,
Animalia,Chordata,Aves,,Emberizidae,,,Arremon,,,taciturnus,Hermann,1783,Arremon taciturnus Hermann 1783,South America,Brazil,Deciduous Forest,Carajás,Canaã dos Carajás,-6.215823,-50.31776,,,625,,10,11,2019,201911100701_CN10,CN10,sound record - bird song identification by specialist,,,,10.86684276,1.394451681,0,0,0,0,0,40,30,0,0,0,30,,0,,0,50,0,50,,1,LC,LC,
Animalia,Chordata,Aves,,Emberizidae,,,Arremon,,,taciturnus,Hermann,1783,Arremon taciturnus Hermann 1783,South America,Brazil,Deciduous Forest,Carajás,Canaã dos Carajás,-6.215823,-50.31776,,,625,,11,11,2019,201911111431_CN10,CN10,sound record - bird song identification by specialist,,,,10.86684276,1.394451681,0,0,0,0,0,40,30,0,0,0,30,,0,,0,50,0,50,,1,LC,LC,
Animalia,Chordata,Aves,,Emberizidae,,,Arremon,,,taciturnus,Hermann,1783,Arremon taciturnus Hermann 1783,South America,Brazil,Deciduous Forest,Carajás,Canaã dos Carajás,-6.215823,-50.31776,,,625,,13,11,2019,201911130941_CN10,CN10,sound record - bird song identification by specialist,,,,10.86684276,1.394451681,0,0,0,0,0,40,30,0,0,0,30,,0,,0,50,0,50,,1,LC,LC,
Animalia,Chordata,Aves,,Emberizidae,,,Arremon,,,taciturnus,Hermann,1783,Arremon taciturnus Hermann 1783,South America,Brazil,Open Ombrophylous Forest,Carajás,Parauapebas,-6.284544,-50.33622,,,694,,5,11,2019,201911051421_CN12,CN12,sound record - bird song identification by specialist,,,,10.86684276,1.394451681,0,0,0,0,0,40,30,0,0,0,30,,0,,0,50,0,50,,1,LC,LC,
Animalia,Chordata,Aves,,Emberizidae,,,Arremon,,,taciturnus,Hermann,1783,Arremon taciturnus Hermann 1783,South America,Brazil,Open Ombrophylous Forest,Carajás,Parauapebas,-6.284544,-50.33622,,,694,,6,11,2019,201911061421_CN12,CN12,sound record - bird song identification by specialist,,,,10.86684276,1.394451681,0,0,0,0,0,40,30,0,0,0,30,,0,,0,50,0,50,,1,LC,LC,
Animalia,Chordata,Aves,,Emberizidae,,,Arremon,,,taciturnus,Hermann,1783,Arremon taciturnus Hermann 1783,South America,Brazil,Open Ombrophylous Forest,Carajás,Parauapebas,-6.284544,-50.33622,,,694,,6,11,2019,201911061421_CN12,CN12,sound record - bird song identification by specialist,,,,10.86684276,1.394451681,0,0,0,0,0,40,30,0,0,0,30,,0,,0,50,0,50,,1,LC,LC,
Animalia,Chordata,Aves,,Emberizidae,,,Arremon,,,taciturnus,Hermann,1783,Arremon taciturnus Hermann 1783,South America,Brazil,Open Ombrophylous Forest,Carajás,Parauapebas,-6.284544,-50.33622,,,694,,7,11,2019,201911071211_CN12,CN12,sound record - bird song identification by specialist,,,,10.86684276,1.394451681,0,0,0,0,0,40,30,0,0,0,30,,0,,0,50,0,50,,1,LC,LC,
Animalia,Chordata,Aves,,Emberizidae,,,Arremon,,,taciturnus,Hermann,1783,Arremon taciturnus Hermann 1783,South America,Brazil,Open Ombrophylous Forest,Carajás,Parauapebas,-6.284544,-50.33622,,,694,,8,11,2019,201911081341_CN12,CN12,sound record - bird song identification by specialist,,,,10.86684276,1.394451681,0,0,0,0,0,40,30,0,0,0,30,,0,,0,50,0,50,,1,LC,LC,
Animalia,Chordata,Aves,,Emberizidae,,,Arremon,,,taciturnus,Hermann,1783,Arremon taciturnus Hermann 1783,South America,Brazil,Forest associated with ferruginous mountains,Carajás,Parauapebas,-6.14236,-50.17405,,,710,,5,11,2019,201911051331_CN13,CN13,sound record - bird song identification by specialist,,,,10.86684276,1.394451681,0,0,0,0,0,40,30,0,0,0,30,,0,,0,50,0,50,,1,LC,LC,
Animalia,Chordata,Aves,,Emberizidae,,,Arremon,,,taciturnus,Hermann,1783,Arremon taciturnus Hermann 1783,South America,Brazil,Forest associated with ferruginous mountains,Carajás,Parauapebas,-6.14236,-50.17405,,,710,,6,11,2019,201911060711_CN13,CN13,sound record - bird song identification by specialist,,,,10.86684276,1.394451681,0,0,0,0,0,40,30,0,0,0,30,,0,,0,50,0,50,,1,LC,LC,
Animalia,Chordata,Aves,,Emberizidae,,,Arremon,,,taciturnus,Hermann,1783,Arremon taciturnus Hermann 1783,South America,Brazil,Forest associated with ferruginous mountains,Carajás,Parauapebas,-6.14236,-50.17405,,,710,,8,11,2019,201911080701_CN13,CN13,sound record - bird song identification by specialist,,,,10.86684276,1.394451681,0,0,0,0,0,40,30,0,0,0,30,,0,,0,50,0,50,,1,LC,LC,
Animalia,Chordata,Aves,,Emberizidae,,,Arremon,,,taciturnus,Hermann,1783,Arremon taciturnus Hermann 1783,South America,Brazil,Forest associated with ferruginous mountains,Carajás,Parauapebas,-6.14236,-50.17405,,,710,,9,11,2019,201911090701_CN13,CN13,sound record - bird song identification by specialist,,,,10.86684276,1.394451681,0,0,0,0,0,40,30,0,0,0,30,,0,,0,50,0,50,,1,LC,LC,
Animalia,Chordata,Aves,,Emberizidae,,,Arremon,,,taciturnus,Hermann,1783,Arremon taciturnus Hermann 1783,South America,Brazil,Forest associated with ferruginous mountains,Carajás,Parauapebas,-6.14236,-50.17405,,,710,,9,11,2019,201911090711_CN13,CN13,sound record - bird song identification by specialist,,,,10.86684276,1.394451681,0,0,0,0,0,40,30,0,0,0,30,,0,,0,50,0,50,,1,LC,LC,
Animalia,Chordata,Aves,,Emberizidae,,,Arremon,,,taciturnus,Hermann,1783,Arremon taciturnus Hermann 1783,South America,Brazil,Forest associated with ferruginous mountains,Carajás,Parauapebas,-6.14236,-50.17405,,,710,,10,11,2019,201911100701_CN13,CN13,sound record - bird song identification by specialist,,,,10.86684276,1.394451681,0,0,0,0,0,40,30,0,0,0,30,,0,,0,50,0,50,,1,LC,LC,
Animalia,Chordata,Aves,,Emberizidae,,,Arremon,,,taciturnus,Hermann,1783,Arremon taciturnus Hermann 1783,South America,Brazil,Forest associated with ferruginous mountains,Carajás,Parauapebas,-6.14236,-50.17405,,,710,,11,11,2019,201911110701_CN13,CN13,sound record - bird song identification by specialist,,,,10.86684276,1.394451681,0,0,0,0,0,40,30,0,0,0,30,,0,,0,50,0,50,,1,LC,LC,
Animalia,Chordata,Aves,,Emberizidae,,,Arremon,,,taciturnus,Hermann,1783,Arremon taciturnus Hermann 1783,South America,Brazil,Forest associated with ferruginous mountains,Carajás,Parauapebas,-6.14236,-50.17405,,,710,,12,11,2019,201911120701_CN13,CN13,sound record - bird song identification by specialist,,,,10.86684276,1.394451681,0,0,0,0,0,40,30,0,0,0,30,,0,,0,50,0,50,,1,LC,LC,
Animalia,Chordata,Aves,,Emberizidae,,,Arremon,,,taciturnus,Hermann,1783,Arremon taciturnus Hermann 1783,South America,Brazil,Forest associated with ferruginous mountains,Carajás,Parauapebas,-6.161556,-50.16644,,,703,,5,11,2019,201911051131_CN14,CN14,sound record - bird song identification by specialist,,,,10.86684276,1.394451681,0,0,0,0,0,40,30,0,0,0,30,,0,,0,50,0,50,,1,LC,LC,
Animalia,Chordata,Aves,,Emberizidae,,,Arremon,,,taciturnus,Hermann,1783,Arremon taciturnus Hermann 1783,South America,Brazil,Forest associated with ferruginous mountains,Carajás,Parauapebas,-6.161556,-50.16644,,,703,,6,11,2019,201911061331_CN14,CN14,sound record - bird song identification by specialist,,,,10.86684276,1.394451681,0,0,0,0,0,40,30,0,0,0,30,,0,,0,50,0,50,,1,LC,LC,
Animalia,Chordata,Aves,,Emberizidae,,,Arremon,,,taciturnus,Hermann,1783,Arremon taciturnus Hermann 1783,South America,Brazil,Forest associated with ferruginous mountains,Carajás,Parauapebas,-6.161556,-50.16644,,,703,,7,11,2019,201911071201_CN14,CN14,sound record - bird song identification by specialist,,,,10.86684276,1.394451681,0,0,0,0,0,40,30,0,0,0,30,,0,,0,50,0,50,,1,LC,LC,
Animalia,Chordata,Aves,,Emberizidae,,,Arremon,,,taciturnus,Hermann,1783,Arremon taciturnus Hermann 1783,South America,Brazil,Forest associated with ferruginous mountains,Carajás,Parauapebas,-6.161556,-50.16644,,,703,,9,11,2019,201911090701_CN14,CN14,sound record - bird song identification by specialist,,,,10.86684276,1.394451681,0,0,0,0,0,40,30,0,0,0,30,,0,,0,50,0,50,,1,LC,LC,
Animalia,Chordata,Aves,,Emberizidae,,,Arremon,,,taciturnus,Hermann,1783,Arremon taciturnus Hermann 1783,South America,Brazil,Forest associated with ferruginous mountains,Carajás,Parauapebas,-6.161556,-50.16644,,,703,,10,11,2019,201911100821_CN14,CN14,sound record - bird song identification by specialist,,,,10.86684276,1.394451681,0,0,0,0,0,40,30,0,0,0,30,,0,,0,50,0,50,,1,LC,LC,
Animalia,Chordata,Aves,,Tyrannidae,,,Attila,,,spadiceus,Gmelin,1789,Attila spadiceus Gmelin 1789,South America,Brazil,Open Ombrophylous Forest,Carajás,Parauapebas,-6.148752,-50.42119,,,662,,9,11,2019,719,CN04,sound record - bird song identification by specialist,,,,14.7533168,1.592176757,0,30,0,0,0,10,50,0,0,0,10,,0,,40,10,40,10,,1,LC,LC,
Animalia,Chordata,Aves,,Tyrannidae,,,Attila,,,spadiceus,Gmelin,1789,Attila spadiceus Gmelin 1789,South America,Brazil,Open Ombrophylous Forest,Carajás,Parauapebas,-6.137579,-50.45285,,,412,,8,11,2019,720,CN06,sound record - bird song identification by specialist,,,,14.7533168,1.592176757,0,30,0,0,0,10,50,0,0,0,10,,0,,40,10,40,10,,1,LC,LC,
Animalia,Chordata,Aves,,Tyrannidae,,,Attila,,,spadiceus,Gmelin,1789,Attila spadiceus Gmelin 1789,South America,Brazil,Open Ombrophylous Forest,Carajás,Parauapebas,-6.148752,-50.42119,,,662,,10,11,2019,201911100701_CN4,CN04,sound record - bird song identification by specialist,,,,14.7533168,1.592176757,0,30,0,0,0,10,50,0,0,0,10,,0,,40,10,40,10,,1,LC,LC,
Animalia,Chordata,Aves,,Tyrannidae,,,Attila,,,spadiceus,Gmelin,1789,Attila spadiceus Gmelin 1789,South America,Brazil,Open Ombrophylous Forest,Carajás,Parauapebas,-6.148752,-50.42119,,,662,,11,11,2019,201911110701_CN4,CN04,sound record - bird song identification by specialist,,,,14.7533168,1.592176757,0,30,0,0,0,10,50,0,0,0,10,,0,,40,10,40,10,,1,LC,LC,
Animalia,Chordata,Aves,,Tyrannidae,,,Attila,,,spadiceus,Gmelin,1789,Attila spadiceus Gmelin 1789,South America,Brazil,Open Ombrophylous Forest,Carajás,Parauapebas,-6.148752,-50.42119,,,662,,12,11,2019,201911120701_CN4,CN04,sound record - bird song identification by specialist,,,,14.7533168,1.592176757,0,30,0,0,0,10,50,0,0,0,10,,0,,40,10,40,10,,1,LC,LC,
Animalia,Chordata,Aves,,Tyrannidae,,,Attila,,,spadiceus,Gmelin,1789,Attila spadiceus Gmelin 1789,South America,Brazil,Open Ombrophylous Forest,Carajás,Parauapebas,-6.148752,-50.42119,,,662,,6,11,2019,201911061741_CN4b,CN04,sound record - bird song identification by specialist,,,,14.7533168,1.592176757,0,30,0,0,0,10,50,0,0,0,10,,0,,40,10,40,10,,1,LC,LC,
Animalia,Chordata,Aves,,Tyrannidae,,,Attila,,,spadiceus,Gmelin,1789,Attila spadiceus Gmelin 1789,South America,Brazil,Deciduous Forest,Carajás,Canaã dos Carajás,-6.215823,-50.31776,,,625,,11,11,2019,201911110701_CN10,CN10,sound record - bird song identification by specialist,,,,14.7533168,1.592176757,0,30,0,0,0,10,50,0,0,0,10,,0,,40,10,40,10,,1,LC,LC,
Animalia,Chordata,Aves,,Furnariidae,,,Automolus,,,paraensis,Hartert,1902,Automolus paraensis Hartert 1902,South America,Brazil,Open Ombrophylous Forest,Carajás,Parauapebas,-6.173898,-50.37792,,,692,,8,11,2019,721,CN03,sound record - bird song identification by specialist,,,,,,,,,,,,,,,,,,,,,,,,,,LC,LC,
Animalia,Chordata,Aves,,Furnariidae,,,Automolus,,,paraensis,Hartert,1902,Automolus paraensis Hartert 1902,South America,Brazil,Open Ombrophylous Forest,Carajás,Parauapebas,-6.173898,-50.37792,,,692,,9,11,2019,722,CN03,sound record - bird song identification by specialist,,,,,,,,,,,,,,,,,,,,,,,,,,LC,LC,
Animalia,Chordata,Aves,,Furnariidae,,,Automolus,,,paraensis,Hartert,1902,Automolus paraensis Hartert 1902,South America,Brazil,Open Ombrophylous Forest,Carajás,Parauapebas,-6.137579,-50.45285,,,412,,6,11,2019,723,CN06,sound record - bird song identification by specialist,,,,,,,,,,,,,,,,,,,,,,,,,,LC,LC,
Animalia,Chordata,Aves,,Furnariidae,,,Automolus,,,paraensis,Hartert,1902,Automolus paraensis Hartert 1902,South America,Brazil,Open Ombrophylous Forest,Carajás,Parauapebas,-6.137579,-50.45285,,,412,,7,11,2019,724,CN06,sound record - bird song identification by specialist,,,,,,,,,,,,,,,,,,,,,,,,,,LC,LC,
Animalia,Chordata,Aves,,Furnariidae,,,Automolus,,,paraensis,Hartert,1902,Automolus paraensis Hartert 1902,South America,Brazil,Open Ombrophylous Forest,Carajás,Parauapebas,-6.137579,-50.45285,,,412,,7,11,2019,725,CN06,sound record - bird song identification by specialist,,,,,,,,,,,,,,,,,,,,,,,,,,LC,LC,
Animalia,Chordata,Aves,,Furnariidae,,,Automolus,,,paraensis,Hartert,1902,Automolus paraensis Hartert 1902,South America,Brazil,Open Ombrophylous Forest,Carajás,Parauapebas,-6.137579,-50.45285,,,412,,8,11,2019,726,CN06,sound record - bird song identification by specialist,,,,,,,,,,,,,,,,,,,,,,,,,,LC,LC,
Animalia,Chordata,Aves,,Furnariidae,,,Automolus,,,paraensis,Hartert,1902,Automolus paraensis Hartert 1902,South America,Brazil,Open Ombrophylous Forest,Carajás,Parauapebas,-6.17136,-50.35343,,,603,,8,11,2019,727,CN07,sound record - bird song identification by specialist,,,,,,,,,,,,,,,,,,,,,,,,,,LC,LC,
Animalia,Chordata,Aves,,Furnariidae,,,Automolus,,,paraensis,Hartert,1902,Automolus paraensis Hartert 1902,South America,Brazil,Open Ombrophylous Forest,Carajás,Parauapebas,-6.17136,-50.35343,,,603,,10,11,2019,728,CN07,sound record - bird song identification by specialist,,,,,,,,,,,,,,,,,,,,,,,,,,LC,LC,
Animalia,Chordata,Aves,,Furnariidae,,,Automolus,,,paraensis,Hartert,1902,Automolus paraensis Hartert 1902,South America,Brazil,Evergreen Seasonal Forest,Carajás,Parauapebas,-6.171656,-50.35259,,,466,,8,11,2019,729,CN08,sound record - bird song identification by specialist,,,,,,,,,,,,,,,,,,,,,,,,,,LC,LC,
Animalia,Chordata,Aves,,Furnariidae,,,Automolus,,,paraensis,Hartert,1902,Automolus paraensis Hartert 1902,South America,Brazil,Evergreen Seasonal Forest,Carajás,Parauapebas,-6.171656,-50.35259,,,466,,8,11,2019,730,CN08,sound record - bird song identification by specialist,,,,,,,,,,,,,,,,,,,,,,,,,,LC,LC,
Animalia,Chordata,Aves,,Furnariidae,,,Automolus,,,paraensis,Hartert,1902,Automolus paraensis Hartert 1902,South America,Brazil,Evergreen Seasonal Forest,Carajás,Parauapebas,-6.171656,-50.35259,,,466,,8,11,2019,735,CN08,sound record - bird song identification by specialist,,,,13.36075998,1.541579244,0,10,0,0,0,0,90,0,0,0,0,,0,,0,0,20,80,,1,LC,LC,
Animalia,Chordata,Aves,,Furnariidae,,,Automolus,,,paraensis,Hartert,1902,Automolus paraensis Hartert 1902,South America,Brazil,Evergreen Seasonal Forest,Carajás,Parauapebas,-6.171656,-50.35259,,,466,,9,11,2019,736,CN08,sound record - bird song identification by specialist,,,,13.36075998,1.541579244,0,10,0,0,0,0,90,0,0,0,0,,0,,0,0,20,80,,1,LC,LC,
Animalia,Chordata,Aves,,Furnariidae,,,Automolus,,,paraensis,Hartert,1902,Automolus paraensis Hartert 1902,South America,Brazil,Evergreen Seasonal Forest,Carajás,Parauapebas,-6.171656,-50.35259,,,466,,10,11,2019,737,CN08,sound record - bird song identification by specialist,,,,13.36075998,1.541579244,0,10,0,0,0,0,90,0,0,0,0,,0,,0,0,20,80,,1,LC,LC,
Animalia,Chordata,Aves,,Furnariidae,,,Automolus,,,paraensis,Hartert,1902,Automolus paraensis Hartert 1902,South America,Brazil,Evergreen Seasonal Forest,Carajás,Parauapebas,-6.20235,-50.34388,,,384,,8,11,2019,738,CN09,sound record - bird song identification by specialist,,,,13.36075998,1.541579244,0,10,0,0,0,0,90,0,0,0,0,,0,,0,0,20,80,,1,LC,LC,
Animalia,Chordata,Aves,,Furnariidae,,,Automolus,,,paraensis,Hartert,1902,Automolus paraensis Hartert 1902,South America,Brazil,Evergreen Seasonal Forest,Carajás,Parauapebas,-6.20235,-50.34388,,,384,,8,11,2019,739,CN09,sound record - bird song identification by specialist,,,,13.36075998,1.541579244,0,10,0,0,0,0,90,0,0,0,0,,0,,0,0,20,80,,1,LC,LC,
Animalia,Chordata,Aves,,Furnariidae,,,Automolus,,,paraensis,Hartert,1902,Automolus paraensis Hartert 1902,South America,Brazil,Evergreen Seasonal Forest,Carajás,Parauapebas,-6.20235,-50.34388,,,384,,9,11,2019,740,CN09,sound record - bird song identification by specialist,,,,13.36075998,1.541579244,0,10,0,0,0,0,90,0,0,0,0,,0,,0,0,20,80,,1,LC,LC,
Animalia,Chordata,Aves,,Furnariidae,,,Automolus,,,paraensis,Hartert,1902,Automolus paraensis Hartert 1902,South America,Brazil,Evergreen Seasonal Forest,Carajás,Parauapebas,-6.20235,-50.34388,,,384,,9,11,2019,741,CN09,sound record - bird song identification by specialist,,,,13.36075998,1.541579244,0,10,0,0,0,0,90,0,0,0,0,,0,,0,0,20,80,,1,LC,LC,
Animalia,Chordata,Aves,,Furnariidae,,,Automolus,,,paraensis,Hartert,1902,Automolus paraensis Hartert 1902,South America,Brazil,Evergreen Seasonal Forest,Carajás,Parauapebas,-6.20235,-50.34388,,,384,,10,11,2019,742,CN09,sound record - bird song identification by specialist,,,,13.36075998,1.541579244,0,10,0,0,0,0,90,0,0,0,0,,0,,0,0,20,80,,1,LC,LC,
Animalia,Chordata,Aves,,Furnariidae,,,Automolus,,,paraensis,Hartert,1902,Automolus paraensis Hartert 1902,South America,Brazil,Evergreen Seasonal Forest,Carajás,Parauapebas,-6.20235,-50.34388,,,384,,10,11,2019,743,CN09,sound record - bird song identification by specialist,,,,13.36075998,1.541579244,0,10,0,0,0,0,90,0,0,0,0,,0,,0,0,20,80,,1,LC,LC,
Animalia,Chordata,Aves,,Furnariidae,,,Automolus,,,paraensis,Hartert,1902,Automolus paraensis Hartert 1902,South America,Brazil,Open Ombrophylous Forest,Carajás,Parauapebas,-6.244426,-50.31531,,,698,,6,11,2019,731,CN11,sound record - bird song identification by specialist,,,,,,,,,,,,,,,,,,,,,,,,,,LC,LC,
Animalia,Chordata,Aves,,Furnariidae,,,Automolus,,,paraensis,Hartert,1902,Automolus paraensis Hartert 1902,South America,Brazil,Open Ombrophylous Forest,Carajás,Parauapebas,-6.244426,-50.31531,,,698,,7,11,2019,732,CN11,sound record - bird song identification by specialist,,,,,,,,,,,,,,,,,,,,,,,,,,LC,LC,
Animalia,Chordata,Aves,,Furnariidae,,,Automolus,,,paraensis,Hartert,1902,Automolus paraensis Hartert 1902,South America,Brazil,Open Ombrophylous Forest,Carajás,Parauapebas,-6.244426,-50.31531,,,698,,8,11,2019,733,CN11,sound record - bird song identification by specialist,,,,,,,,,,,,,,,,,,,,,,,,,,LC,LC,
Animalia,Chordata,Aves,,Furnariidae,,,Automolus,,,paraensis,Hartert,1902,Automolus paraensis Hartert 1902,South America,Brazil,Open Ombrophylous Forest,Carajás,Parauapebas,-6.284544,-50.33622,,,694,,8,11,2019,734,CN12,sound record - bird song identification by specialist,,,,,,,,,,,,,,,,,,,,,,,,,,LC,LC,
Animalia,Chordata,Aves,,Furnariidae,,,Automolus,,,paraensis,Hartert,1902,Automolus paraensis Hartert 1902,South America,Brazil,Open Ombrophylous Forest,Carajás,Parauapebas,-6.148752,-50.42119,,,662,,11,11,2019,201911111521_CN4,CN04,sound record - bird song identification by specialist,,,,,,,,,,,,,,,,,,,,,,,,,,LC,LC,
Animalia,Chordata,Aves,,Furnariidae,,,Automolus,,,paraensis,Hartert,1902,Automolus paraensis Hartert 1902,South America,Brazil,Evergreen Seasonal Forest,Carajás,Parauapebas,-6.20235,-50.34388,,,384,,7,11,2019,201911071151_CN9,CN09,sound record - bird song identification by specialist,,,,13.36075998,1.541579244,0,10,0,0,0,0,90,0,0,0,0,,0,,0,0,20,80,,1,LC,LC,
Animalia,Chordata,Aves,,Furnariidae,,,Automolus,,,paraensis,Hartert,1902,Automolus paraensis Hartert 1902,South America,Brazil,Evergreen Seasonal Forest,Carajás,Parauapebas,-6.20235,-50.34388,,,384,,8,11,2019,201911080701_CN9,CN09,sound record - bird song identification by specialist,,,,13.36075998,1.541579244,0,10,0,0,0,0,90,0,0,0,0,,0,,0,0,20,80,,1,LC,LC,
Animalia,Chordata,Aves,,Furnariidae,,,Automolus,,,paraensis,Hartert,1902,Automolus paraensis Hartert 1902,South America,Brazil,Evergreen Seasonal Forest,Carajás,Parauapebas,-6.20235,-50.34388,,,384,,10,11,2019,201911100701_CN9,CN09,sound record - bird song identification by specialist,,,,13.36075998,1.541579244,0,10,0,0,0,0,90,0,0,0,0,,0,,0,0,20,80,,1,LC,LC,
Animalia,Chordata,Aves,,Furnariidae,,,Automolus,,,paraensis,Hartert,1902,Automolus paraensis Hartert 1902,South America,Brazil,Evergreen Seasonal Forest,Carajás,Parauapebas,-6.20235,-50.34388,,,384,,10,11,2019,201911101401_CN9,CN09,sound record - bird song identification by specialist,,,,,,,,,,,,,,,,,,,,,,,,,,LC,LC,
Animalia,Chordata,Aves,,Furnariidae,,,Automolus,,,rufipileatus,von Pelzeln,1859,Automolus rufipileatus von Pelzeln 1859,South America,Brazil,Open Ombrophylous Forest,Carajás,Parauapebas,-6.173898,-50.37792,,,692,,8,11,2019,201911081631_CN3b,CN03,sound record - bird song identification by specialist,,,,,,,,,,,,,,,,,,,,,,,,,,LC,LC,
Animalia,Chordata,Aves,,Furnariidae,,,Automolus,,,rufipileatus,von Pelzeln,1859,Automolus rufipileatus von Pelzeln 1859,South America,Brazil,Open Ombrophylous Forest,Carajás,Parauapebas,-6.137579,-50.45285,,,412,,10,11,2019,201911100951_CN6,CN06,sound record - bird song identification by specialist,,,,,,,,,,,,,,,,,,,,,,,,,,LC,LC,
Animalia,Chordata,Aves,,Furnariidae,,,Automolus,,,rufipileatus,von Pelzeln,1859,Automolus rufipileatus von Pelzeln 1859,South America,Brazil,Open Ombrophylous Forest,Carajás,Parauapebas,-6.137579,-50.45285,,,412,,9,11,2019,201911091721_CN6b,CN06,sound record - bird song identification by specialist,,,,,,,,,,,,,,,,,,,,,,,,,,LC,LC,
Animalia,Chordata,Aves,,Furnariidae,,,Automolus,,,rufipileatus,von Pelzeln,1859,Automolus rufipileatus von Pelzeln 1859,South America,Brazil,Open Ombrophylous Forest,Carajás,Parauapebas,-6.17136,-50.35343,,,603,,12,11,2019,201911120731_CN7,CN07,sound record - bird song identification by specialist,,,,,,,,,,,,,,,,,,,,,,,,,,LC,LC,
