materialSampleID_bee,samplingLocationID,decimalLatitude,decimalLongitude,samplingProtocol,TypeofInteraction,SamplingTime,EventTime,Day,Month,Year,Kingdom_bee,Phylum_bee,Class_bee,Order_bee,Family_bee,Genus_bee,Subgenus_bee,SpecificEpithet _bee,scientificNameAuthorship_bee,scientificNameAuthorshipYear_bee,scientificName_bee,materialSampleID_plant,Kingdom_plant,Phylum_plant,Class_plant,Order_plant,Family_plant,Genus_plant,SpecificEpithet _plant,scientificNameAuthorship_plant,scientificNameAuthorshipYear_plant,scientificName_plant
CN-1267,CN04,-6.145874,-50.439977,Active_net_collecting,visiting,1,11amUTC,15,5,2022,Animalia, Arthropoda,Insecta,Hymenoptera,Apidae,Trigona,,pallens,Fabricius,1798,Trigona pallens Fabricius 1798,pp216,Plantae,Magnoliophyta,Embryopsida,,Rubiaceae,Borreria,ocymifolia,(Roem. & Schult.) Bacigalupo & E.L.Cabral,,Borreria ocymifolia (Roem. & Schult.) Bacigalupo & E.L.Cabral
CN-1268,CN04,-6.145874,-50.439977,Active_net_collecting,visiting,1,11amUTC,15,5,2022,Animalia, Arthropoda,Insecta,Hymenoptera,Apidae,Trigona,,pallens,Fabricius,1798,Trigona pallens Fabricius 1798,pp216,Plantae,Magnoliophyta,Embryopsida,,Rubiaceae,Borreria,ocymifolia,(Roem. & Schult.) Bacigalupo & E.L.Cabral,,Borreria ocymifolia (Roem. & Schult.) Bacigalupo & E.L.Cabral
CN-1269,CN04,-6.145874,-50.439977,Active_net_collecting,visiting,1,11amUTC,15,5,2022,Animalia, Arthropoda,Insecta,Hymenoptera,Apidae,Trigona,,pallens,Fabricius,1798,Trigona pallens Fabricius 1798,pp216,Plantae,Magnoliophyta,Embryopsida,,Rubiaceae,Borreria,ocymifolia,(Roem. & Schult.) Bacigalupo & E.L.Cabral,,Borreria ocymifolia (Roem. & Schult.) Bacigalupo & E.L.Cabral
CN-101,CN04,-6.145874,-50.439977,Active_net_collecting,visiting,1,11amUTC,27,3,2022,Animalia, Arthropoda,Insecta,Hymenoptera,Apidae,Trigona,,pallens,Fabricius,1798,Trigona pallens Fabricius 1798,pp1,Plantae,Magnoliophyta,Embryopsida,,Rubiaceae,Borreria,verticillata,(L.) G.Mey.,,Borreria verticillata (L.) G.Mey.
CN-114,CN04,-6.145874,-50.439977,Active_net_collecting,visiting,1,11amUTC,27,3,2022,Animalia, Arthropoda,Insecta,Hymenoptera,Apidae,Trigona,,pallens,Fabricius,1798,Trigona pallens Fabricius 1798,pp10,Plantae,Magnoliophyta,Embryopsida,,Rubiaceae,Borreria,verticillata,(L.) G.Mey.,,Borreria verticillata (L.) G.Mey.
CN-351,CN04,-6.145874,-50.439977,Active_net_collecting,visiting,1,12amUTC,27,3,2022,Animalia, Arthropoda,Insecta,Hymenoptera,Apidae,Trigona,,pallens,Fabricius,1798,Trigona pallens Fabricius 1798,pp13,Plantae,Magnoliophyta,Embryopsida,,Rubiaceae,Borreria,verticillata,(L.) G.Mey.,,Borreria verticillata (L.) G.Mey.
CN-354,CN04,-6.145874,-50.439977,Active_net_collecting,visiting,1,12amUTC,27,3,2022,Animalia, Arthropoda,Insecta,Hymenoptera,Apidae,Trigona,,pallens,Fabricius,1798,Trigona pallens Fabricius 1798,pp16,Plantae,Magnoliophyta,Embryopsida,,Rubiaceae,Borreria,verticillata,(L.) G.Mey.,,Borreria verticillata (L.) G.Mey.
CN-1610,CN04,-6.145874,-50.439977,Active_net_collecting,visiting,1,12amUTC,15,5,2022,Animalia, Arthropoda,Insecta,Hymenoptera,Apidae,Trigona,,pallens,Fabricius,1798,Trigona pallens Fabricius 1798,pp234,Plantae,Magnoliophyta,Embryopsida,,Rubiaceae,Borreria,verticillata,(L.) G.Mey.,,Borreria verticillata (L.) G.Mey.
CN-1611,CN04,-6.145874,-50.439977,Active_net_collecting,visiting,1,12amUTC,15,5,2022,Animalia, Arthropoda,Insecta,Hymenoptera,Apidae,Trigona,,pallens,Fabricius,1798,Trigona pallens Fabricius 1798,pp234,Plantae,Magnoliophyta,Embryopsida,,Rubiaceae,Borreria,verticillata,(L.) G.Mey.,,Borreria verticillata (L.) G.Mey.
CN-1612,CN04,-6.145874,-50.439977,Active_net_collecting,visiting,1,12amUTC,15,5,2022,Animalia, Arthropoda,Insecta,Hymenoptera,Apidae,Trigona,,pallens,Fabricius,1798,Trigona pallens Fabricius 1798,pp234,Plantae,Magnoliophyta,Embryopsida,,Rubiaceae,Borreria,verticillata,(L.) G.Mey.,,Borreria verticillata (L.) G.Mey.
CN-1613,CN04,-6.145874,-50.439977,Active_net_collecting,visiting,1,12amUTC,15,5,2022,Animalia, Arthropoda,Insecta,Hymenoptera,Apidae,Trigona,,pallens,Fabricius,1798,Trigona pallens Fabricius 1798,pp234,Plantae,Magnoliophyta,Embryopsida,,Rubiaceae,Borreria,verticillata,(L.) G.Mey.,,Borreria verticillata (L.) G.Mey.
CN-104,CN04,-6.145874,-50.439977,Active_net_collecting,visiting,1,11amUTC,27,3,2022,Animalia, Arthropoda,Insecta,Hymenoptera,Apidae,Trigona,,pallens,Fabricius,1798,Trigona pallens Fabricius 1798,pp6,Plantae,Magnoliophyta,Embryopsida,,Fabaceae,Chamaecrista,nictitans subsp. patellaria,(DC. ex Collad.) H.S.Irwin & Barneby,,Chamaecrista nictitans subsp. patellaria (DC. ex Collad.) H.S.Irwin & Barneby
CN-1270,CN04,-6.145874,-50.439977,Active_net_collecting,visiting,1,11amUTC,15,5,2022,Animalia, Arthropoda,Insecta,Hymenoptera,Apidae,Trigona,,pallens,Fabricius,1798,Trigona pallens Fabricius 1798,pp214,Plantae,Magnoliophyta,Embryopsida,,Euphorbiaceae,Croton,sp.,,,Croton sp. 
CN-1601,CN04,-6.145874,-50.439977,Active_net_collecting,visiting,1,12amUTC,15,5,2022,Animalia, Arthropoda,Insecta,Hymenoptera,Apidae,Trigona,,pallens,Fabricius,1798,Trigona pallens Fabricius 1798,pp230,Plantae,Magnoliophyta,Embryopsida,,Lamiaceae,Marsypianthes,chamaedrys,(Vahl) Kuntze,,Marsypianthes chamaedrys (Vahl) Kuntze
CN-111,CN04,-6.145874,-50.439977,Active_net_collecting,visiting,1,11amUTC,27,3,2022,Animalia, Arthropoda,Insecta,Hymenoptera,Apidae,Trigona,,pallens,Fabricius,1798,Trigona pallens Fabricius 1798,pp5,Plantae,Magnoliophyta,Embryopsida,,Lamiaceae,Mesosphaerum,pectinatum,(L.) Kuntze,,Mesosphaerum pectinatum (L.) Kuntze
CN-112,CN04,-6.145874,-50.439977,Active_net_collecting,visiting,1,11amUTC,27,3,2022,Animalia, Arthropoda,Insecta,Hymenoptera,Apidae,Trigona,,pallens,Fabricius,1798,Trigona pallens Fabricius 1798,pp5,Plantae,Magnoliophyta,Embryopsida,,Lamiaceae,Mesosphaerum,pectinatum,(L.) Kuntze,,Mesosphaerum pectinatum (L.) Kuntze
CN-103,CN04,-6.145874,-50.439977,Active_net_collecting,visiting,1,11amUTC,27,3,2022,Animalia, Arthropoda,Insecta,Hymenoptera,Apidae,Trigona,,pallens,Fabricius,1798,Trigona pallens Fabricius 1798,pp3,Plantae,Magnoliophyta,Embryopsida,,Fabaceae,Mimosa,debilis,Humb. & Bonpl. ex Willd.,,Mimosa debilis Humb. & Bonpl. ex Willd.
CN-381,CN05,-6.137579,-50.452847,Active_net_collecting,visiting,1,12amUTC,25,3,2022,Animalia, Arthropoda,Insecta,Hymenoptera,Apidae,Trigona,,pallens,Fabricius,1798,Trigona pallens Fabricius 1798,pp37,Plantae,Magnoliophyta,Embryopsida,,Fabaceae,Chamaecrista,nictitans subsp. patellaria,(DC. ex Collad.) H.S.Irwin & Barneby,,Chamaecrista nictitans subsp. patellaria (DC. ex Collad.) H.S.Irwin & Barneby
CN-1141,CN06,-6.171656,-50.352591,Active_net_collecting,visiting,1,11amUTC,13,5,2022,Animalia, Arthropoda,Insecta,Hymenoptera,Apidae,Trigona,,pallens,Fabricius,1798,Trigona pallens Fabricius 1798,pp190,Plantae,Magnoliophyta,Embryopsida,,Apiaceae,Centella,asiatica,(L.) Urb.,,Centella asiatica (L.) Urb.
CN-1138,CN06,-6.171656,-50.352591,Active_net_collecting,visiting,1,11amUTC,13,5,2022,Animalia, Arthropoda,Insecta,Hymenoptera,Apidae,Trigona,,pallens,Fabricius,1798,Trigona pallens Fabricius 1798,pp189,Plantae,Magnoliophyta,Embryopsida,,Lamiaceae,Hyptis,atrorubens,Poit.,,Hyptis atrorubens Poit.
CN-1537,CN06,-6.171656,-50.352591,Active_net_collecting,visiting,1,12amUTC,13,5,2022,Animalia, Arthropoda,Insecta,Hymenoptera,Apidae,Trigona,,pallens,Fabricius,1798,Trigona pallens Fabricius 1798,pp176,Plantae,Magnoliophyta,Embryopsida,,Lamiaceae,Mesosphaerum,pectinatum,(L.) Kuntze,,Mesosphaerum pectinatum (L.) Kuntze
CN-1538,CN06,-6.171656,-50.352591,Active_net_collecting,visiting,1,12amUTC,13,5,2022,Animalia, Arthropoda,Insecta,Hymenoptera,Apidae,Trigona,,pallens,Fabricius,1798,Trigona pallens Fabricius 1798,pp176,Plantae,Magnoliophyta,Embryopsida,,Lamiaceae,Mesosphaerum,pectinatum,(L.) Kuntze,,Mesosphaerum pectinatum (L.) Kuntze
CN-1131,CN06,-6.171656,-50.352591,Active_net_collecting,visiting,1,11amUTC,13,5,2022,Animalia, Arthropoda,Insecta,Hymenoptera,Apidae,Trigona,,pallens,Fabricius,1798,Trigona pallens Fabricius 1798,pp193,Plantae,Magnoliophyta,Embryopsida,,Fabaceae,Mimosa,pudica var. hispida,Brenan,,Mimosa pudica var. hispida Brenan
CN-608,CN07,-6.20235,-50.343878,Active_net_collecting,visiting,1,11amUTC,1,4,2022,Animalia, Arthropoda,Insecta,Hymenoptera,Apidae,Trigona,,pallens,Fabricius,1798,Trigona pallens Fabricius 1798,pp112,Plantae,Magnoliophyta,Embryopsida,,Rubiaceae,Borreria,ocymifolia,(Roem. & Schult.) Bacigalupo & E.L.Cabral,,Borreria ocymifolia (Roem. & Schult.) Bacigalupo & E.L.Cabral
CN-609,CN07,-6.20235,-50.343878,Active_net_collecting,visiting,1,11amUTC,1,4,2022,Animalia, Arthropoda,Insecta,Hymenoptera,Apidae,Trigona,,pallens,Fabricius,1798,Trigona pallens Fabricius 1798,pp112,Plantae,Magnoliophyta,Embryopsida,,Rubiaceae,Borreria,ocymifolia,(Roem. & Schult.) Bacigalupo & E.L.Cabral,,Borreria ocymifolia (Roem. & Schult.) Bacigalupo & E.L.Cabral
CN-610,CN07,-6.20235,-50.343878,Active_net_collecting,visiting,1,11amUTC,1,4,2022,Animalia, Arthropoda,Insecta,Hymenoptera,Apidae,Trigona,,pallens,Fabricius,1798,Trigona pallens Fabricius 1798,pp112,Plantae,Magnoliophyta,Embryopsida,,Rubiaceae,Borreria,ocymifolia,(Roem. & Schult.) Bacigalupo & E.L.Cabral,,Borreria ocymifolia (Roem. & Schult.) Bacigalupo & E.L.Cabral
CN-1419,CN07,-6.20235,-50.343878,Active_net_collecting,visiting,1,11amUTC,19,5,2022,Animalia, Arthropoda,Insecta,Hymenoptera,Apidae,Trigona,,pallens,Fabricius,1798,Trigona pallens Fabricius 1798,pp300,Plantae,Magnoliophyta,Embryopsida,,Rubiaceae,Borreria,semiamplexicaule,E.L.Cabral,,Borreria semiamplexicaule E.L.Cabral
CN-1412,CN07,-6.20235,-50.343878,Active_net_collecting,visiting,1,11amUTC,19,5,2022,Animalia, Arthropoda,Insecta,Hymenoptera,Apidae,Trigona,,pallens,Fabricius,1798,Trigona pallens Fabricius 1798,pp302,Plantae,Magnoliophyta,Embryopsida,,Rubiaceae,Borreria,semiamplexicaule,E.L.Cabral,,Borreria semiamplexicaule E.L.Cabral
CN-1413,CN07,-6.20235,-50.343878,Active_net_collecting,visiting,1,11amUTC,19,5,2022,Animalia, Arthropoda,Insecta,Hymenoptera,Apidae,Trigona,,pallens,Fabricius,1798,Trigona pallens Fabricius 1798,pp302,Plantae,Magnoliophyta,Embryopsida,,Rubiaceae,Borreria,semiamplexicaule,E.L.Cabral,,Borreria semiamplexicaule E.L.Cabral
CN-561,CN07,-6.20235,-50.343878,Active_net_collecting,visiting,1,12amUTC,1,4,2022,Animalia, Arthropoda,Insecta,Hymenoptera,Apidae,Trigona,,pallens,Fabricius,1798,Trigona pallens Fabricius 1798,pp100,Plantae,Magnoliophyta,Embryopsida,,Rubiaceae,Borreria,semiamplexicaule,E.L.Cabral,,Borreria semiamplexicaule E.L.Cabral
CN-1439,CN07,-6.20235,-50.343878,Active_net_collecting,visiting,1,12amUTC,19,5,2022,Animalia, Arthropoda,Insecta,Hymenoptera,Apidae,Trigona,,pallens,Fabricius,1798,Trigona pallens Fabricius 1798,pp311,Plantae,Magnoliophyta,Embryopsida,,Rubiaceae,Borreria,semiamplexicaule,E.L.Cabral,,Borreria semiamplexicaule E.L.Cabral
CN-1440,CN07,-6.20235,-50.343878,Active_net_collecting,visiting,1,12amUTC,19,5,2022,Animalia, Arthropoda,Insecta,Hymenoptera,Apidae,Trigona,,pallens,Fabricius,1798,Trigona pallens Fabricius 1798,pp311,Plantae,Magnoliophyta,Embryopsida,,Rubiaceae,Borreria,semiamplexicaule,E.L.Cabral,,Borreria semiamplexicaule E.L.Cabral
CN-1441,CN07,-6.20235,-50.343878,Active_net_collecting,visiting,1,12amUTC,19,5,2022,Animalia, Arthropoda,Insecta,Hymenoptera,Apidae,Trigona,,pallens,Fabricius,1798,Trigona pallens Fabricius 1798,pp311,Plantae,Magnoliophyta,Embryopsida,,Rubiaceae,Borreria,semiamplexicaule,E.L.Cabral,,Borreria semiamplexicaule E.L.Cabral
CN-1442,CN07,-6.20235,-50.343878,Active_net_collecting,visiting,1,12amUTC,19,5,2022,Animalia, Arthropoda,Insecta,Hymenoptera,Apidae,Trigona,,pallens,Fabricius,1798,Trigona pallens Fabricius 1798,pp311,Plantae,Magnoliophyta,Embryopsida,,Rubiaceae,Borreria,semiamplexicaule,E.L.Cabral,,Borreria semiamplexicaule E.L.Cabral
CN-616,CN07,-6.20235,-50.343878,Active_net_collecting,visiting,1,11amUTC,1,4,2022,Animalia, Arthropoda,Insecta,Hymenoptera,Apidae,Trigona,,pallens,Fabricius,1798,Trigona pallens Fabricius 1798,pp111,Plantae,Magnoliophyta,Embryopsida,,Rubiaceae,Borreria,verticillata,(L.) G.Mey.,,Borreria verticillata (L.) G.Mey.
CN-613,CN07,-6.20235,-50.343878,Active_net_collecting,visiting,1,11amUTC,1,4,2022,Animalia, Arthropoda,Insecta,Hymenoptera,Apidae,Trigona,,pallens,Fabricius,1798,Trigona pallens Fabricius 1798,pp109,Plantae,Magnoliophyta,Embryopsida,,Polygalaceae,Caamembeca,spectabilis,(DC.) J.F.B.Pastore,,Caamembeca spectabilis (DC.) J.F.B.Pastore
CN-614,CN07,-6.20235,-50.343878,Active_net_collecting,visiting,1,11amUTC,1,4,2022,Animalia, Arthropoda,Insecta,Hymenoptera,Apidae,Trigona,,pallens,Fabricius,1798,Trigona pallens Fabricius 1798,pp109,Plantae,Magnoliophyta,Embryopsida,,Polygalaceae,Caamembeca,spectabilis,(DC.) J.F.B.Pastore,,Caamembeca spectabilis (DC.) J.F.B.Pastore
CN-1418,CN07,-6.20235,-50.343878,Active_net_collecting,visiting,1,11amUTC,19,5,2022,Animalia, Arthropoda,Insecta,Hymenoptera,Apidae,Trigona,,pallens,Fabricius,1798,Trigona pallens Fabricius 1798,pp301,Plantae,Magnoliophyta,Embryopsida,,Oxalidaceae,Oxalis,barrelieri,L.,,Oxalis barrelieri L.
CN-1435,CN07,-6.20235,-50.343878,Active_net_collecting,visiting,1,12amUTC,19,5,2022,Animalia, Arthropoda,Insecta,Hymenoptera,Apidae,Trigona,,pallens,Fabricius,1798,Trigona pallens Fabricius 1798,pp309,Plantae,Magnoliophyta,Embryopsida,,Polygalaceae,Polygala,paniculata,L.,,Polygala paniculata L.
CN-612,CN07,-6.20235,-50.343878,Active_net_collecting,visiting,1,11amUTC,1,4,2022,Animalia, Arthropoda,Insecta,Hymenoptera,Apidae,Trigona,,pallens,Fabricius,1798,Trigona pallens Fabricius 1798,pp108,Plantae,Magnoliophyta,Embryopsida,,Loganiaceae,Spigelia,flemmingiana,Cham. & Schltdl.,,Spigelia flemmingiana Cham. & Schltdl.
CN-285,CN10,-6.284544,-50.336224,Active_net_collecting,visiting,1,12amUTC,26,3,2022,Animalia, Arthropoda,Insecta,Hymenoptera,Apidae,Trigona,,pallens,Fabricius,1798,Trigona pallens Fabricius 1798,pp27,Plantae,Magnoliophyta,Embryopsida,,Fabaceae,Chamaecrista,flexuosa var. flexuosa,(L.) Greene,,Chamaecrista flexuosa var. flexuosa (L.) Greene
CN-286,CN10,-6.284544,-50.336224,Active_net_collecting,visiting,1,12amUTC,26,3,2022,Animalia, Arthropoda,Insecta,Hymenoptera,Apidae,Trigona,,pallens,Fabricius,1798,Trigona pallens Fabricius 1798,pp27,Plantae,Magnoliophyta,Embryopsida,,Fabaceae,Chamaecrista,flexuosa var. flexuosa,(L.) Greene,,Chamaecrista flexuosa var. flexuosa (L.) Greene
CN-1176,CN10,-6.284544,-50.336224,Active_net_collecting,visiting,1,12amUTC,17,5,2022,Animalia, Arthropoda,Insecta,Hymenoptera,Apidae,Trigona,,pallens,Fabricius,1798,Trigona pallens Fabricius 1798,pp288,Plantae,Magnoliophyta,Embryopsida,,Lamiaceae,Mesosphaerum,pectinatum,(L.) Kuntze,,Mesosphaerum pectinatum (L.) Kuntze
CN-1177,CN10,-6.284544,-50.336224,Active_net_collecting,visiting,1,12amUTC,17,5,2022,Animalia, Arthropoda,Insecta,Hymenoptera,Apidae,Trigona,,pallens,Fabricius,1798,Trigona pallens Fabricius 1798,pp288,Plantae,Magnoliophyta,Embryopsida,,Lamiaceae,Mesosphaerum,pectinatum,(L.) Kuntze,,Mesosphaerum pectinatum (L.) Kuntze
CN-1262,CN10,-6.284544,-50.336224,Active_net_collecting,visiting,1,11amUTC,17,5,2022,Animalia, Arthropoda,Insecta,Hymenoptera,Apidae,Trigona,,pallens,Fabricius,1798,Trigona pallens Fabricius 1798,pp294,Plantae,Magnoliophyta,Embryopsida,,Lamiaceae,Mesosphaerum,suaveolens,(L.) Kuntze,,Mesosphaerum suaveolens (L.) Kuntze
CN-1263,CN10,-6.284544,-50.336224,Active_net_collecting,visiting,1,11amUTC,17,5,2022,Animalia, Arthropoda,Insecta,Hymenoptera,Apidae,Trigona,,pallens,Fabricius,1798,Trigona pallens Fabricius 1798,pp294,Plantae,Magnoliophyta,Embryopsida,,Lamiaceae,Mesosphaerum,suaveolens,(L.) Kuntze,,Mesosphaerum suaveolens (L.) Kuntze
CN-402,CN11,-6.14236,-50.174049,Active_net_collecting,visiting,1,12amUTC,3,4,2022,Animalia, Arthropoda,Insecta,Hymenoptera,Apidae,Trigona,,pallens,Fabricius,1798,Trigona pallens Fabricius 1798,pp128,Plantae,Magnoliophyta,Embryopsida,,Asteraceae,Bidens,bipinnata,L.,,Bidens bipinnata L.
CN-403,CN11,-6.14236,-50.174049,Active_net_collecting,visiting,1,12amUTC,3,4,2022,Animalia, Arthropoda,Insecta,Hymenoptera,Apidae,Trigona,,pallens,Fabricius,1798,Trigona pallens Fabricius 1798,pp128,Plantae,Magnoliophyta,Embryopsida,,Asteraceae,Bidens,bipinnata,L.,,Bidens bipinnata L.
CN-1345,CN11,-6.14236,-50.174049,Active_net_collecting,visiting,1,12amUTC,16,5,2022,Animalia, Arthropoda,Insecta,Hymenoptera,Apidae,Trigona,,pallens,Fabricius,1798,Trigona pallens Fabricius 1798,pp284,Plantae,Magnoliophyta,Embryopsida,,Rubiaceae,Borreria,ocymifolia,(Roem. & Schult.) Bacigalupo & E.L.Cabral,,Borreria ocymifolia (Roem. & Schult.) Bacigalupo & E.L.Cabral
CN-437,CN13,-6.184134,-50.142686,Active_net_collecting,visiting,1,11amUTC,4,4,2022,Animalia, Arthropoda,Insecta,Hymenoptera,Apidae,Trigona,,pallens,Fabricius,1798,Trigona pallens Fabricius 1798,pp144,Plantae,Magnoliophyta,Embryopsida,,Rubiaceae,Borreria,sp,,,Borreria sp 
CN-434,CN13,-6.184134,-50.142686,Active_net_collecting,visiting,1,11amUTC,4,4,2022,Animalia, Arthropoda,Insecta,Hymenoptera,Apidae,Trigona,,pallens,Fabricius,1798,Trigona pallens Fabricius 1798,pp146,Plantae,Magnoliophyta,Embryopsida,,Melastomataceae,Brasilianthus,carajensis,Almeda & Michelangeli,,Brasilianthus carajensis Almeda & Michelangeli
CN-1552,CN13,-6.184134,-50.142686,Active_net_collecting,visiting,1,11amUTC,14,5,2022,Animalia, Arthropoda,Insecta,Hymenoptera,Apidae,Trigona,,pallens,Fabricius,1798,Trigona pallens Fabricius 1798,pp4,Plantae,Magnoliophyta,Embryopsida,,Fabaceae,Chamaecrista,nictitans subsp. patellaria,(DC. ex Collad.) H.S.Irwin & Barneby,,Chamaecrista nictitans subsp. patellaria (DC. ex Collad.) H.S.Irwin & Barneby
CN-1553,CN13,-6.184134,-50.142686,Active_net_collecting,visiting,1,11amUTC,14,5,2022,Animalia, Arthropoda,Insecta,Hymenoptera,Apidae,Trigona,,pallens,Fabricius,1798,Trigona pallens Fabricius 1798,pp4,Plantae,Magnoliophyta,Embryopsida,,Fabaceae,Chamaecrista,nictitans subsp. patellaria,(DC. ex Collad.) H.S.Irwin & Barneby,,Chamaecrista nictitans subsp. patellaria (DC. ex Collad.) H.S.Irwin & Barneby
CN-426,CN13,-6.184134,-50.142686,Active_net_collecting,visiting,1,11amUTC,4,4,2022,Animalia, Arthropoda,Insecta,Hymenoptera,Apidae,Trigona,,pallens,Fabricius,1798,Trigona pallens Fabricius 1798,pp147,Plantae,Magnoliophyta,Embryopsida,,Lythraceae,Cuphea,annulata,Koehne,,Cuphea annulata Koehne
CN-489,CN13,-6.184134,-50.142686,Active_net_collecting,visiting,1,12amUTC,4,4,2022,Animalia, Arthropoda,Insecta,Hymenoptera,Apidae,Trigona,,pallens,Fabricius,1798,Trigona pallens Fabricius 1798,pp134,Plantae,Magnoliophyta,Embryopsida,,Asteraceae,Riencourtia,pedunculosa,(Rich.) Pruski,,Riencourtia pedunculosa (Rich.) Pruski
CN-423,CN13,-6.184134,-50.142686,Active_net_collecting,visiting,1,11amUTC,4,4,2022,Animalia, Arthropoda,Insecta,Hymenoptera,Apidae,Trigona,,pallens,Fabricius,1798,Trigona pallens Fabricius 1798,pp143,Plantae,Magnoliophyta,Embryopsida,,Asteraceae,Riencourtia,pedunculosa,(Rich.) Pruski,,Riencourtia pedunculosa (Rich.) Pruski
CN-1304,CN13,-6.184134,-50.142686,Active_net_collecting,visiting,1,12amUTC,14,5,2022,Animalia, Arthropoda,Insecta,Hymenoptera,Apidae,Trigona,,pallens,Fabricius,1798,Trigona pallens Fabricius 1798,pp209,Plantae,Magnoliophyta,Embryopsida,,Eriocaulaceae,Syngonanthus,discretifolius,(Moldenke) M.T.C.Watan.,,Syngonanthus discretifolius (Moldenke) M.T.C.Watan.
CN-1557,CN13,-6.184134,-50.142686,Active_net_collecting,visiting,1,11amUTC,14,5,2022,Animalia, Arthropoda,Insecta,Hymenoptera,Apidae,Trigona,,pallens,Fabricius,1798,Trigona pallens Fabricius 1798,pp203,Plantae,Magnoliophyta,Embryopsida,,Xyridaceae,Xyris,brachysepala,Kral,,Xyris brachysepala Kral
CN-1559,CN14,-6.186415,-50.129326,Active_net_collecting,visiting,1,11amUTC,14,5,2022,Animalia, Arthropoda,Insecta,Hymenoptera,Apidae,Trigona,,pallens,Fabricius,1798,Trigona pallens Fabricius 1798,pp201,Plantae,Magnoliophyta,Embryopsida,,Malpighiaceae,Byrsonima,chrysophylla,Kunth,,Byrsonima chrysophylla Kunth
CN-445,CN14,-6.186415,-50.129326,Active_net_collecting,visiting,1,11amUTC,4,4,2022,Animalia, Arthropoda,Insecta,Hymenoptera,Apidae,Trigona,,pallens,Fabricius,1798,Trigona pallens Fabricius 1798,pp139,Plantae,Magnoliophyta,Embryopsida,,Fabaceae,Chamaecrista,trichopoda,(Benth.) Britton & Rose ex Britton & Killip,,Chamaecrista trichopoda (Benth.) Britton & Rose ex Britton & Killip
CN-446,CN14,-6.186415,-50.129326,Active_net_collecting,visiting,1,11amUTC,4,4,2022,Animalia, Arthropoda,Insecta,Hymenoptera,Apidae,Trigona,,pallens,Fabricius,1798,Trigona pallens Fabricius 1798,pp140,Plantae,Magnoliophyta,Embryopsida,,Melastomataceae,Pterolepis,trichotoma,(Rottb.) Cogn.,,Pterolepis trichotoma (Rottb.) Cogn.
CN-491,CN13,-6.184134,-50.142686,Active_net_collecting,visiting,1,12amUTC,4,4,2022,Animalia, Arthropoda,Insecta,Hymenoptera,Apidae,Trigona,,recursa,Smith,1853,Trigona recursa Smith 1853,pp133,Plantae,Magnoliophyta,Embryopsida,,Asteraceae,Riencourtia,pedunculosa,(Rich.) Pruski,,Riencourtia pedunculosa (Rich.) Pruski
CN-487,CN13,-6.184134,-50.142686,Active_net_collecting,visiting,1,12amUTC,4,4,2022,Animalia, Arthropoda,Insecta,Hymenoptera,Apidae,Trigona,,recursa,Smith,1853,Trigona recursa Smith 1853,pp134,Plantae,Magnoliophyta,Embryopsida,,Asteraceae,Riencourtia,pedunculosa,(Rich.) Pruski,,Riencourtia pedunculosa (Rich.) Pruski
CN-1794,CN03,-6.148752,-50.42119,Active_net_collecting,visiting,1,11amUTC,17,8,2022,Animalia, Arthropoda,Insecta,Hymenoptera,Apidae,Trigona,,recursa,Smith,1863,Trigona recursa Smith 1863,UCR9,Plantae,Magnoliophyta,Embryopsida,,Malvaceae,Sida,tuberculata,R.E.Fr,,Sida tuberculata R.E.Fr
CN-291,CN10,-6.284544,-50.336224,Active_net_collecting,visiting,1,12amUTC,26,3,2022,Animalia, Arthropoda,Insecta,Hymenoptera,Apidae,Trigona,,recursa,Smith,1863,Trigona recursa Smith 1863,pp25,Plantae,Magnoliophyta,Embryopsida,,Rubiaceae,Borreria,verticillata,(L.) G.Mey.,,Borreria verticillata (L.) G.Mey.
CN-292,CN10,-6.284544,-50.336224,Active_net_collecting,visiting,1,12amUTC,26,3,2022,Animalia, Arthropoda,Insecta,Hymenoptera,Apidae,Trigona,,recursa,Smith,1863,Trigona recursa Smith 1863,pp25,Plantae,Magnoliophyta,Embryopsida,,Rubiaceae,Borreria,verticillata,(L.) G.Mey.,,Borreria verticillata (L.) G.Mey.
CN-293,CN10,-6.284544,-50.336224,Active_net_collecting,visiting,1,12amUTC,26,3,2022,Animalia, Arthropoda,Insecta,Hymenoptera,Apidae,Trigona,,recursa,Smith,1863,Trigona recursa Smith 1863,pp25,Plantae,Magnoliophyta,Embryopsida,,Rubiaceae,Borreria,verticillata,(L.) G.Mey.,,Borreria verticillata (L.) G.Mey.
CN-1241,CN10,-6.284544,-50.336224,Active_net_collecting,visiting,1,11amUTC,17,5,2022,Animalia, Arthropoda,Insecta,Hymenoptera,Apidae,Trigona,,recursa,Smith,1863,Trigona recursa Smith 1863,pp297,Plantae,Magnoliophyta,Embryopsida,,Convolvulaceae,Operculina,hamiltonii,(G.Don) D.F.Austin & Staples,,Operculina hamiltonii (G.Don) D.F.Austin & Staples
CN-1174,CN10,-6.284544,-50.336224,Active_net_collecting,visiting,1,12amUTC,17,5,2022,Animalia, Arthropoda,Insecta,Hymenoptera,Apidae,Trigona,,recursa,Smith,1863,Trigona recursa Smith 1863,pp291,Plantae,Magnoliophyta,Embryopsida,,Convolvulaceae,Operculina,hamiltonii,(G.Don) D.F.Austin & Staples,,Operculina hamiltonii (G.Don) D.F.Austin & Staples
