materialSampleID_bee,samplingLocationID,decimalLatitude,decimalLongitude,samplingProtocol,TypeofInteraction,SamplingTime,EventTime,Day,Month,Year,Kingdom_bee,Phylum_bee,Class_bee,Order_bee,Family_bee,Genus_bee,Subgenus_bee,SpecificEpithet _bee,scientificNameAuthorship_bee,scientificNameAuthorshipYear_bee,scientificName_bee,materialSampleID_plant,Kingdom_plant,Phylum_plant,Class_plant,Order_plant,Family_plant,Genus_plant,SpecificEpithet _plant,scientificNameAuthorship_plant,scientificNameAuthorshipYear_plant,scientificName_plant
CN-1242,CN10,-6.284544,-50.336224,Active_net_collecting,visiting,1,11amUTC,17,5,2022,Animalia, Arthropoda,Insecta,Hymenoptera,Apidae,Ancyloscelis,,sp,,,Ancyloscelis sp  ,pp297,Plantae,Magnoliophyta,Embryopsida,,Convolvulaceae,Operculina,hamiltonii,(G.Don) D.F.Austin & Staples,,Operculina hamiltonii (G.Don) D.F.Austin & Staples
CN-80,CN09,-6.244426,-50.315309,Active_net_collecting,visiting,1,12amUTC,29,3,2022,Animalia, Arthropoda,Insecta,Hymenoptera,Apidae,Aparatrigona,,impunctata,Ducke,1916,Aparatrigona impunctata Ducke 1916,pp58,Plantae,Magnoliophyta,Embryopsida,,Polygalaceae,Polygala,paniculata,L.,,Polygala paniculata L.
CN-1203,CN14,-6.186415,-50.129326,Active_net_collecting,visiting,1,12amUTC,14,5,2022,Animalia, Arthropoda,Insecta,Hymenoptera,Apidae,Aparattigona,,impunctata,Ducke,1916,Aparattigona impunctata Ducke 1916,pp196,Plantae,Magnoliophyta,Embryopsida,,Malpighiaceae,Byrsonima,chrysophylla,Kunth,,Byrsonima chrysophylla Kunth
CN-1574,CN03,-6.148752,-50.42119,Active_net_collecting,visiting,1,11amUTC,11,5,2022,Animalia, Arthropoda,Insecta,Hymenoptera,Apidae,Apis,,mellifera,Linnaeus,1758,Apis mellifera Linnaeus 1758,pp165,Plantae,Magnoliophyta,Embryopsida,,Lamiaceae,Mesosphaerum,suaveolens,(L.) Kuntze,,Mesosphaerum suaveolens (L.) Kuntze
CN-1602,CN04,-6.145874,-50.439977,Active_net_collecting,visiting,1,12amUTC,15,5,2022,Animalia, Arthropoda,Insecta,Hymenoptera,Apidae,Apis,,mellifera,Linnaeus,1758,Apis mellifera Linnaeus 1758,pp228,Plantae,Magnoliophyta,Embryopsida,,Fabaceae,Aeschynomene,americana var. glandulosa,(Poir.) Rudd,,Aeschynomene americana var. glandulosa (Poir.) Rudd
CN-1603,CN04,-6.145874,-50.439977,Active_net_collecting,visiting,1,12amUTC,15,5,2022,Animalia, Arthropoda,Insecta,Hymenoptera,Apidae,Apis,,mellifera,Linnaeus,1758,Apis mellifera Linnaeus 1758,pp228,Plantae,Magnoliophyta,Embryopsida,,Fabaceae,Aeschynomene,americana var. glandulosa,(Poir.) Rudd,,Aeschynomene americana var. glandulosa (Poir.) Rudd
CN-194,CN06,-6.171656,-50.352591,Active_net_collecting,visiting,1,11amUTC,30,3,2022,Animalia, Arthropoda,Insecta,Hymenoptera,Apidae,Apis,,mellifera,Linnaeus,1758,Apis mellifera Linnaeus 1758,pp22,Plantae,Magnoliophyta,Embryopsida,,Turneraceae,Turnera,laciniata,Arbo,,Turnera laciniata Arbo
CN-1074,CN09,-6.244426,-50.315309,Active_net_collecting,visiting,1,11amUTC,17,5,2022,Animalia, Arthropoda,Insecta,Hymenoptera,Apidae,Apis,,mellifera,Linnaeus,1758,Apis mellifera Linnaeus 1758,pp278,Plantae,Magnoliophyta,Embryopsida,,Asteraceae,Cavalcantia,glomerata,(G.M.Barroso & R.M.King) R.M.King & H.Rob.,,Cavalcantia glomerata (G.M.Barroso & R.M.King) R.M.King & H.Rob.
CN-76,CN09,-6.244426,-50.315309,Active_net_collecting,visiting,1,12amUTC,29,3,2022,Animalia, Arthropoda,Insecta,Hymenoptera,Apidae,Apis,,mellifera,Linnaeus,1758,Apis mellifera Linnaeus 1758,pp59,Plantae,Magnoliophyta,Embryopsida,,Lamiaceae,Mesosphaerum,suaveolens,(L.) Kuntze,,Mesosphaerum suaveolens (L.) Kuntze
CN-1073,CN09,-6.244426,-50.315309,Active_net_collecting,visiting,1,11amUTC,17,5,2022,Animalia, Arthropoda,Insecta,Hymenoptera,Apidae,Apis,,mellifera,Linnaeus,1758,Apis mellifera Linnaeus 1758,pp277,Plantae,Magnoliophyta,Embryopsida,,Malpiguiaceae,Peixotoa,reticulata,Griseb.,,Peixotoa reticulata Griseb.
CN-1257,CN10,-6.284544,-50.336224,Active_net_collecting,visiting,1,11amUTC,17,5,2022,Animalia, Arthropoda,Insecta,Hymenoptera,Apidae,Apis,,mellifera,Linnaeus,1758,Apis mellifera Linnaeus 1758,pp292,Plantae,Magnoliophyta,Embryopsida,,Rubiaceae,Borreria,sp.,,,Borreria sp. 
CN-188,CN10,-6.284544,-50.336224,Active_net_collecting,visiting,1,11amUTC,26,3,2022,Animalia, Arthropoda,Insecta,Hymenoptera,Apidae,Apis,,mellifera,Linnaeus,1758,Apis mellifera Linnaeus 1758,pp23,Plantae,Magnoliophyta,Embryopsida,,Fabaceae,Chamaecrista,trichopoda,(Benth.) Britton & Rose ex Britton & Killip,,Chamaecrista trichopoda (Benth.) Britton & Rose ex Britton & Killip
CN-1249,CN10,-6.284544,-50.336224,Active_net_collecting,visiting,1,11amUTC,17,5,2022,Animalia, Arthropoda,Insecta,Hymenoptera,Apidae,Apis,,mellifera,Linnaeus,1758,Apis mellifera Linnaeus 1758,pp298b,Plantae,Magnoliophyta,Embryopsida,,Euphorbiaceae,Manihot,tristis,Müll.Arg.,,Manihot tristis Müll.Arg.
CN-193,CN10,-6.284544,-50.336224,Active_net_collecting,visiting,1,11amUTC,26,3,2022,Animalia, Arthropoda,Insecta,Hymenoptera,Apidae,Apis,,mellifera,Linnaeus,1758,Apis mellifera Linnaeus 1758,pp17,Plantae,Magnoliophyta,Embryopsida,,Melastomataceae,Pterolepis,trichotoma,(Rottb.) Cogn.,,Pterolepis trichotoma (Rottb.) Cogn.
CN-1238,CN10,-6.284544,-50.336224,Active_net_collecting,visiting,1,11amUTC,17,5,2022,Animalia, Arthropoda,Insecta,Hymenoptera,Apidae,Apis,,mellifera,Linnaeus,1758,Apis mellifera Linnaeus 1758,pp298a,Plantae,Magnoliophyta,Embryopsida,,Fabaceae,Senegalia,multipinnata,(Ducke) Seigler & Ebinger,,Senegalia multipinnata (Ducke) Seigler & Ebinger
CN-433,CN13,-6.184134,-50.142686,Active_net_collecting,visiting,1,11amUTC,4,4,2022,Animalia, Arthropoda,Insecta,Hymenoptera,Apidae,Apis,,mellifera,Linnaeus,1758,Apis mellifera Linnaeus 1758,pp145,Plantae,Magnoliophyta,Embryopsida,,Fabaceae,Mimosa,acutistipula,(Mart.) Benth.,,Mimosa acutistipula (Mart.) Benth.
CN-490,CN13,-6.184134,-50.142686,Active_net_collecting,visiting,1,12amUTC,4,4,2022,Animalia, Arthropoda,Insecta,Hymenoptera,Apidae,Apis,,mellifera,Linnaeus,1758,Apis mellifera Linnaeus 1758,pp133,Plantae,Magnoliophyta,Embryopsida,,Asteraceae,Riencourtia,pedunculosa,(Rich.) Pruski,,Riencourtia pedunculosa (Rich.) Pruski
CN-1214,CN14,-6.186415,-50.129326,Active_net_collecting,visiting,1,12amUTC,14,5,2022,Animalia, Arthropoda,Insecta,Hymenoptera,Apidae,Apis,,mellifera,Linnaeus,1758,Apis mellifera Linnaeus 1758,pp195,Plantae,Magnoliophyta,Embryopsida,,Asteraceae,Lepidaploa,arenaria,(Mart. ex DC.) H.Rob.,,Lepidaploa arenaria (Mart. ex DC.) H.Rob.
CN-513,CN14,-6.186415,-50.129326,Active_net_collecting,visiting,1,12amUTC,4,4,2022,Animalia, Arthropoda,Insecta,Hymenoptera,Apidae,Apis,,mellifera,Linnaeus,1758,Apis mellifera Linnaeus 1758,pp152,Plantae,Magnoliophyta,Embryopsida,,Malvaceae,Sida,urens,L.,,Sida urens L.
CN-149,CN06,-6.171656,-50.352591,Active_net_collecting,visiting,1,12amUTC,30,3,2022,Animalia, Arthropoda,Insecta,Hymenoptera,Halictidae,Augochlora,Oxystoglossella,sp.04,,,Augochlora sp.04  ,pp70,Plantae,Magnoliophyta,Embryopsida,,Polygalaceae,Polygala,paniculata,L.,,Polygala paniculata L.
CN-155,CN06,-6.171656,-50.352591,Active_net_collecting,visiting,1,12amUTC,30,3,2022,Animalia, Arthropoda,Insecta,Hymenoptera,Halictidae,Augochloropsis,,hebescens,Smith,1879,Augochloropsis hebescens Smith 1879,pp66,Plantae,Magnoliophyta,Embryopsida,,Lamiaceae,Mesosphaerum,suaveolens,(L.) Kuntze,,Mesosphaerum suaveolens (L.) Kuntze
CN-483,CN13,-6.184134,-50.142686,Active_net_collecting,visiting,1,12amUTC,4,4,2022,Animalia, Arthropoda,Insecta,Hymenoptera,Apidae,Cephalotrigona,,femorata,Smith,1854,Cephalotrigona femorata Smith 1854,pp137,Plantae,Magnoliophyta,Embryopsida,,Fabaceae,Mimosa,acutistipula,(Mart.) Benth.,,Mimosa acutistipula (Mart.) Benth.
CN-161,CN06,-6.171656,-50.352591,Active_net_collecting,visiting,1,12amUTC,30,3,2022,Animalia, Arthropoda,Insecta,Hymenoptera,Apidae,Ceratina,Crewella,sp.08,,,Ceratina sp.08  ,pp69,Plantae,Magnoliophyta,Embryopsida,,Rubiaceae,Borreria,verticillata,(L.) G.Mey.,,Borreria verticillata (L.) G.Mey.
CN-156,CN06,-6.171656,-50.352591,Active_net_collecting,visiting,1,12amUTC,30,3,2022,Animalia, Arthropoda,Insecta,Hymenoptera,Apidae,Ceratina,Ceratinula,sp.09,,,Ceratina sp.09  ,pp68,Plantae,Magnoliophyta,Embryopsida,,Polygalaceae,Polygala,paniculata,L.,,Polygala paniculata L.
CN-151,CN06,-6.171656,-50.352591,Active_net_collecting,visiting,1,12amUTC,30,3,2022,Animalia, Arthropoda,Insecta,Hymenoptera,Apidae,Ceratina,Crewella,sp.09,,,Ceratina sp.09  ,pp65,Plantae,Magnoliophyta,Embryopsida,,Verbenaceae,Stachytarpheta,cayennensis,(Rich.) Vahl,,Stachytarpheta cayennensis (Rich.) Vahl
CN-199,CN06,-6.171656,-50.352591,Active_net_collecting,visiting,1,11amUTC,30,3,2022,Animalia, Arthropoda,Insecta,Hymenoptera,Apidae,Ceratina,Crewella,sp.09,,,Ceratina sp.09  ,pp78,Plantae,Magnoliophyta,Embryopsida,,Fabaceae,Stylosanthes,capitata,Vogel,,Stylosanthes capitata Vogel
CN-160,CN06,-6.171656,-50.352591,Active_net_collecting,visiting,1,12amUTC,30,3,2022,Animalia, Arthropoda,Insecta,Hymenoptera,Apidae,Ceratina,Crewella,sp.10,,,Ceratina sp.10  ,pp69,Plantae,Magnoliophyta,Embryopsida,,Rubiaceae,Borreria,verticillata,(L.) G.Mey.,,Borreria verticillata (L.) G.Mey.
CN-146,CN06,-6.171656,-50.352591,Active_net_collecting,visiting,1,12amUTC,30,3,2022,Animalia, Arthropoda,Insecta,Hymenoptera,Apidae,Ceratina,Ceratinula,sp.10,,,Ceratina sp.10  ,pp64,Plantae,Magnoliophyta,Embryopsida,,Gentianaceae,Schultesia,benthamiana,Klotzch ex Griseb,,Schultesia benthamiana Klotzch ex Griseb
CN-148,CN06,-6.171656,-50.352591,Active_net_collecting,visiting,1,12amUTC,30,3,2022,Animalia, Arthropoda,Insecta,Hymenoptera,Apidae,Ceratina,Ceratinula,sp.11,,,Ceratina sp.11  ,pp70,Plantae,Magnoliophyta,Embryopsida,,Polygalaceae,Polygala,paniculata,L.,,Polygala paniculata L.
CN-152,CN06,-6.171656,-50.352591,Active_net_collecting,visiting,1,12amUTC,30,3,2022,Animalia, Arthropoda,Insecta,Hymenoptera,Apidae,Ceratina,Crewella,sp.11,,,Ceratina sp.11  ,pp65,Plantae,Magnoliophyta,Embryopsida,,Verbenaceae,Stachytarpheta,cayennensis,(Rich.) Vahl,,Stachytarpheta cayennensis (Rich.) Vahl
CN-69,CN09,-6.244426,-50.315309,Active_net_collecting,visiting,1,12amUTC,29,3,2022,Animalia, Arthropoda,Insecta,Hymenoptera,Apidae,Eufriesea,,superba,Hoffmannsegg,1817,Eufriesea superba Hoffmannsegg 1817,pp51,Plantae,Magnoliophyta,Embryopsida,,Fabaceae,Senna,quinquangulata,(Rich.) H.S.Irwin & Barneby,,Senna quinquangulata (Rich.) H.S.Irwin & Barneby
CN-1563,CN01,-6.175786,-50.409092,Active_net_collecting,visiting,1,12amUTC,11,5,2022,Animalia, Arthropoda,Insecta,Hymenoptera,Apidae,Euglossa,Euglossa,sp.01,,,Euglossa sp.01  ,pp175,Plantae,Magnoliophyta,Embryopsida,,Bignoniaceae,Fridericia,patellifera,(Schltdl.) L.G.Lohmann,,Fridericia patellifera (Schltdl.) L.G.Lohmann
CN-1372,CN05,-6.137579,-50.452847,Active_net_collecting,visiting,1,12amUTC,15,5,2022,Animalia, Arthropoda,Insecta,Hymenoptera,Colletidae,Eulonchopria,,limbella,Vachal,1909,Eulonchopria limbella Vachal 1909,pp235,Plantae,Magnoliophyta,Embryopsida,,Solanaceae,Solanum,schlechtendalianum,Walp.,,Solanum schlechtendalianum Walp.
CN-1428,CN07,-6.20235,-50.343878,Active_net_collecting,visiting,1,12amUTC,19,5,2022,Animalia, Arthropoda,Insecta,Hymenoptera,Apidae,Exaerete,,frontalis,Guérin,1944,Exaerete frontalis Guérin 1944,pp305,Plantae,Magnoliophyta,Embryopsida,,Polygalaceae,Caamembeca,spectabilis,(DC.) J.F.B.Pastore,,Caamembeca spectabilis (DC.) J.F.B.Pastore
CN-266,CN03,-6.148752,-50.42119,Active_net_collecting,visiting,1,11amUTC,25,3,2022,Animalia, Arthropoda,Insecta,Hymenoptera,Apidae,Frieseomelitta,,doederleini,Friese,1900,Frieseomelitta doederleini Friese 1900,pp30,Plantae,Magnoliophyta,Embryopsida,,Poaceae,Urochloa,decumbens,(Stapf) R.D.Webster,,Urochloa decumbens (Stapf) R.D.Webster
CN-387,CN05,-6.137579,-50.452847,Active_net_collecting,visiting,1,12amUTC,25,3,2022,Animalia, Arthropoda,Insecta,Hymenoptera,Apidae,Frieseomelitta,,flavicornis,Fabricius,1798,Frieseomelitta flavicornis Fabricius 1798,pp39,Plantae,Magnoliophyta,Embryopsida,,Fabaceae,Mimosa,pudica var. hispida,Brenan,,Mimosa pudica var. hispida Brenan
CN-1133,CN06,-6.171656,-50.352591,Active_net_collecting,visiting,1,11amUTC,13,5,2022,Animalia, Arthropoda,Insecta,Hymenoptera,Apidae,Frieseomelitta,,longipes,Smith,1854,Frieseomelitta longipes Smith 1854,pp191,Plantae,Magnoliophyta,Embryopsida,,Rubiaceae,Borreria,verticillata,(L.) G.Mey.,,Borreria verticillata (L.) G.Mey.
CN-377,CN05,-6.137579,-50.452847,Active_net_collecting,visiting,1,12amUTC,25,3,2022,Animalia, Arthropoda,Insecta,Hymenoptera,Apidae,Geotrigona,,subnigra,Schwarz,1940,Geotrigona subnigra Schwarz 1940,pp38,Plantae,Magnoliophyta,Embryopsida,,Rubiaceae,Borreria,verticillata,(L.) G.Mey.,,Borreria verticillata (L.) G.Mey.
CN-84,CN09,-6.244426,-50.315309,Active_net_collecting,visiting,1,12amUTC,29,3,2022,Animalia, Arthropoda,Insecta,Hymenoptera,Megachilidae,Megachile,Dactylomegachile,sp.02,,,Megachile sp.02  ,pp63,Plantae,Magnoliophyta,Embryopsida,,Piperaceae,Piper,goeldii,C.DC.,,Piper goeldii C.DC.
CN-373,CN05,-6.137579,-50.452847,Active_net_collecting,visiting,1,12amUTC,25,3,2022,Animalia, Arthropoda,Insecta,Hymenoptera,Apidae,Melipona,Eomelipona,amazonica,Schulz,1905,Melipona amazonica Schulz 1905,pp38,Plantae,Magnoliophyta,Embryopsida,,Rubiaceae,Borreria,verticillata,(L.) G.Mey.,,Borreria verticillata (L.) G.Mey.
CN-1132,CN06,-6.171656,-50.352591,Active_net_collecting,visiting,1,11amUTC,13,5,2022,Animalia, Arthropoda,Insecta,Hymenoptera,Apidae,Melipona,,flavolineata,Friese,1900,Melipona flavolineata Friese 1900,pp193,Plantae,Magnoliophyta,Embryopsida,,Fabaceae,Mimosa,pudica var. hispida,Brenan,,Mimosa pudica var. hispida Brenan
CN-1237,CN10,-6.284544,-50.336224,Active_net_collecting,visiting,1,11amUTC,17,5,2022,Animalia, Arthropoda,Insecta,Hymenoptera,Apidae,Melipona,,nebulosa,Camargo,1988,Melipona nebulosa Camargo 1988,pp298a,Plantae,Magnoliophyta,Embryopsida,,Fabaceae,Senegalia,multipinnata,(Ducke) Seigler & Ebinger,,Senegalia multipinnata (Ducke) Seigler & Ebinger
CN-615,CN07,-6.20235,-50.343878,Active_net_collecting,visiting,1,11amUTC,1,4,2022,Animalia, Arthropoda,Insecta,Hymenoptera,Apidae,Melipona,Eomelipona,puncticollis,Friese,1902,Melipona puncticollis Friese 1902,pp110,Plantae,Magnoliophyta,Embryopsida,,Melastomataceae,Pterolepis,trichotoma,(Rottb.) Cogn.,,Pterolepis trichotoma (Rottb.) Cogn.
CN-343,CN03,-6.148752,-50.42119,Active_net_collecting,visiting,1,12amUTC,25,3,2022,Animalia, Arthropoda,Insecta,Hymenoptera,Apidae,Melipona,Michmelia,seminigra pernigra,Moure & Kerr,1950,Melipona seminigra pernigra Moure & Kerr 1950,pp34,Plantae,Magnoliophyta,Embryopsida,,Rubiaceae,Borreria,verticillata,(L.) G.Mey.,,Borreria verticillata (L.) G.Mey.
CN-1264,CN04,-6.145874,-50.439977,Active_net_collecting,visiting,1,11amUTC,15,5,2022,Animalia, Arthropoda,Insecta,Hymenoptera,Apidae,Melipona,,seminigra pernigra,Moure & Kerr,1950,Melipona seminigra pernigra Moure & Kerr 1950,pp213,Plantae,Magnoliophyta,Embryopsida,,Fabaceae,Mimosa,debilis,Humb. & Bonpl. ex Willd.,,Mimosa debilis Humb. & Bonpl. ex Willd.
CN-1126,CN06,-6.171656,-50.352591,Active_net_collecting,visiting,1,11amUTC,13,5,2022,Animalia, Arthropoda,Insecta,Hymenoptera,Apidae,Melipona,,seminigra pernigra,Moure & Kerr,1950,Melipona seminigra pernigra Moure & Kerr 1950,pp193,Plantae,Magnoliophyta,Embryopsida,,Fabaceae,Mimosa,pudica var. hispida,Brenan,,Mimosa pudica var. hispida Brenan
CN-1127,CN06,-6.171656,-50.352591,Active_net_collecting,visiting,1,11amUTC,13,5,2022,Animalia, Arthropoda,Insecta,Hymenoptera,Apidae,Melipona,,seminigra pernigra,Moure & Kerr,1950,Melipona seminigra pernigra Moure & Kerr 1950,pp193,Plantae,Magnoliophyta,Embryopsida,,Fabaceae,Mimosa,pudica var. hispida,Brenan,,Mimosa pudica var. hispida Brenan
CN-1618,CN09,-6.244426,-50.315309,Active_net_collecting,visiting,1,12amUTC,22,8,2022,Animalia, Arthropoda,Insecta,Hymenoptera,Apidae,Melipona,Michmelia,seminigra pernigra,Moure & Kerr,1950,Melipona seminigra pernigra Moure & Kerr 1950,UCR93,Plantae,Magnoliophyta,Embryopsida,,Sapindaceae,Serjania,lethalis,A.St.-Hil.,,Serjania lethalis A.St.-Hil.
CN-1619,CN09,-6.244426,-50.315309,Active_net_collecting,visiting,1,12amUTC,22,8,2022,Animalia, Arthropoda,Insecta,Hymenoptera,Apidae,Melipona,Michmelia,seminigra pernigra,Moure & Kerr,1950,Melipona seminigra pernigra Moure & Kerr 1950,UCR93,Plantae,Magnoliophyta,Embryopsida,,Sapindaceae,Serjania,lethalis,A.St.-Hil.,,Serjania lethalis A.St.-Hil.
CN-1236,CN10,-6.284544,-50.336224,Active_net_collecting,visiting,1,11amUTC,17,5,2022,Animalia, Arthropoda,Insecta,Hymenoptera,Apidae,Melipona,,seminigra pernigra,Moure & Kerr,1950,Melipona seminigra pernigra Moure & Kerr 1950,pp298a,Plantae,Magnoliophyta,Embryopsida,,Fabaceae,Senegalia,multipinnata,(Ducke) Seigler & Ebinger,,Senegalia multipinnata (Ducke) Seigler & Ebinger
CN-1168,CN10,-6.284544,-50.336224,Active_net_collecting,visiting,1,12amUTC,17,5,2022,Animalia, Arthropoda,Insecta,Hymenoptera,Apidae,Melipona,,seminigra pernigra,Moure & Kerr,1950,Melipona seminigra pernigra Moure & Kerr 1950,pp286,Plantae,Magnoliophyta,Embryopsida,,Fabaceae,Senegalia,multipinnata,(Ducke) Seigler & Ebinger,,Senegalia multipinnata (Ducke) Seigler & Ebinger
CN-1136,CN06,-6.171656,-50.352591,Active_net_collecting,visiting,1,11amUTC,13,5,2022,Animalia, Arthropoda,Insecta,Hymenoptera,Apidae,Nannotrigona,,pucntata,Smith,1854,Nannotrigona pucntata Smith 1854,pp191,Plantae,Magnoliophyta,Embryopsida,,Rubiaceae,Borreria,verticillata,(L.) G.Mey.,,Borreria verticillata (L.) G.Mey.
CN-1170,CN10,-6.284544,-50.336224,Active_net_collecting,visiting,1,12amUTC,17,5,2022,Animalia, Arthropoda,Insecta,Hymenoptera,Apidae,Nannotrigona,,pucntata,Smith,1854,Nannotrigona pucntata Smith 1854,pp290,Plantae,Magnoliophyta,Embryopsida,,Sapindaceae,Serjania,confertiflora,Radlk.,,Serjania confertiflora Radlk.
CN-678,CN02,-6.173898,-50.377923,Active_net_collecting,visiting,1,12amUTC,31,3,2022,Animalia, Arthropoda,Insecta,Hymenoptera,Apidae,Nannotrigona,,punctata,Smith,1854,Nannotrigona punctata Smith 1854,pp83,Plantae,Magnoliophyta,Embryopsida,,Rubiaceae,Borreria,verticillata,(L.) G.Mey.,,Borreria verticillata (L.) G.Mey.
CN-378,CN05,-6.137579,-50.452847,Active_net_collecting,visiting,1,12amUTC,25,3,2022,Animalia, Arthropoda,Insecta,Hymenoptera,Apidae,Nannotrigona,,punctata,Smith,1854,Nannotrigona punctata Smith 1854,pp38,Plantae,Magnoliophyta,Embryopsida,,Rubiaceae,Borreria,verticillata,(L.) G.Mey.,,Borreria verticillata (L.) G.Mey.
CN-201,CN06,-6.171656,-50.352591,Active_net_collecting,visiting,1,11amUTC,30,3,2022,Animalia, Arthropoda,Insecta,Hymenoptera,Apidae,Nannotrigona,,punctata,Smith,1854,Nannotrigona punctata Smith 1854,pp81,Plantae,Magnoliophyta,Embryopsida,,Rubiaceae,Borreria,verticillata,(L.) G.Mey.,,Borreria verticillata (L.) G.Mey.
CN-162,CN06,-6.171656,-50.352591,Active_net_collecting,visiting,1,12amUTC,30,3,2022,Animalia, Arthropoda,Insecta,Hymenoptera,Apidae,Nannotrigona,,punctata,Smith,1854,Nannotrigona punctata Smith 1854,pp69,Plantae,Magnoliophyta,Embryopsida,,Rubiaceae,Borreria,verticillata,(L.) G.Mey.,,Borreria verticillata (L.) G.Mey.
CN-562,CN07,-6.20235,-50.343878,Active_net_collecting,visiting,1,12amUTC,1,4,2022,Animalia, Arthropoda,Insecta,Hymenoptera,Apidae,Nannotrigona,,punctata,Smith,1854,Nannotrigona punctata Smith 1854,pp100,Plantae,Magnoliophyta,Embryopsida,,Rubiaceae,Borreria,semiamplexicaule,E.L.Cabral,,Borreria semiamplexicaule E.L.Cabral
CN-1402,CN12,-6.14236,-50.174049,Active_net_collecting,visiting,1,12amUTC,16,5,2022,Animalia, Arthropoda,Insecta,Hymenoptera,Apidae,Nannotrigona,,punctata,Smith,1854,Nannotrigona punctata Smith 1854,pp279,Plantae,Magnoliophyta,Embryopsida,,Onagraceae,Ludwigia,erecta,(L.) H.Hara,,Ludwigia erecta (L.) H.Hara
CN-1403,CN12,-6.14236,-50.174049,Active_net_collecting,visiting,1,12amUTC,16,5,2022,Animalia, Arthropoda,Insecta,Hymenoptera,Apidae,Nannotrigona,,punctata,Smith,1854,Nannotrigona punctata Smith 1854,pp279,Plantae,Magnoliophyta,Embryopsida,,Onagraceae,Ludwigia,erecta,(L.) H.Hara,,Ludwigia erecta (L.) H.Hara
CN-1404,CN12,-6.14236,-50.174049,Active_net_collecting,visiting,1,12amUTC,16,5,2022,Animalia, Arthropoda,Insecta,Hymenoptera,Apidae,Nannotrigona,,punctata,Smith,1854,Nannotrigona punctata Smith 1854,pp279,Plantae,Magnoliophyta,Embryopsida,,Onagraceae,Ludwigia,erecta,(L.) H.Hara,,Ludwigia erecta (L.) H.Hara
CN-270,CN03,-6.148752,-50.42119,Active_net_collecting,visiting,1,11amUTC,25,3,2022,Animalia, Arthropoda,Insecta,Hymenoptera,Apidae,Nannotrigona,,schultzei,Friese,1901,Nannotrigona schultzei Friese 1901,pp31,Plantae,Magnoliophyta,Embryopsida,,Rubiaceae,Borreria,verticillata,(L.) G.Mey.,,Borreria verticillata (L.) G.Mey.
CN-376,CN05,-6.137579,-50.452847,Active_net_collecting,visiting,1,12amUTC,25,3,2022,Animalia, Arthropoda,Insecta,Hymenoptera,Apidae,Nannotrigona,,schultzei,Friese,1901,Nannotrigona schultzei Friese 1901,pp38,Plantae,Magnoliophyta,Embryopsida,,Rubiaceae,Borreria,verticillata,(L.) G.Mey.,,Borreria verticillata (L.) G.Mey.
CN-202,CN06,-6.171656,-50.352591,Active_net_collecting,visiting,1,11amUTC,30,3,2022,Animalia, Arthropoda,Insecta,Hymenoptera,Halictidae,Neocorynura,,tarpeia,Smith,1853,Neocorynura tarpeia Smith 1853,pp81,Plantae,Magnoliophyta,Embryopsida,,Rubiaceae,Borreria,verticillata,(L.) G.Mey.,,Borreria verticillata (L.) G.Mey.
CN-163,CN06,-6.171656,-50.352591,Active_net_collecting,visiting,1,12amUTC,30,3,2022,Animalia, Arthropoda,Insecta,Hymenoptera,Halictidae,Neocorynura,,tarpeia,Smith,1853,Neocorynura tarpeia Smith 1853,pp69,Plantae,Magnoliophyta,Embryopsida,,Rubiaceae,Borreria,verticillata,(L.) G.Mey.,,Borreria verticillata (L.) G.Mey.
CN-164,CN06,-6.171656,-50.352591,Active_net_collecting,visiting,1,12amUTC,30,3,2022,Animalia, Arthropoda,Insecta,Hymenoptera,Halictidae,Neocorynura,,tarpeia,Smith,1853,Neocorynura tarpeia Smith 1853,pp69,Plantae,Magnoliophyta,Embryopsida,,Rubiaceae,Borreria,verticillata,(L.) G.Mey.,,Borreria verticillata (L.) G.Mey.
CN-1430,CN07,-6.20235,-50.343878,Active_net_collecting,visiting,1,12amUTC,19,5,2022,Animalia, Arthropoda,Insecta,Hymenoptera,Apidae,Oxytrigona,,ignis,Camargo,1984,Oxytrigona ignis Camargo 1984,pp312,Plantae,Magnoliophyta,Embryopsida,,Poaceae,Taquara,micrantha,Kunth,,Taquara micrantha Kunth
CN-1202,CN14,-6.186415,-50.129326,Active_net_collecting,visiting,1,12amUTC,14,5,2022,Animalia, Arthropoda,Insecta,Hymenoptera,Apidae,Paratetrapedia,,leucostoma,Cockerell,1923,Paratetrapedia leucostoma Cockerell 1923,pp198,Plantae,Magnoliophyta,Embryopsida,,Malvaceae,Sida,rhombifolia,L.,,Sida rhombifolia L.
CN-150,CN06,-6.171656,-50.352591,Active_net_collecting,visiting,1,12amUTC,30,3,2022,Animalia, Arthropoda,Insecta,Hymenoptera,Apidae,Paratetrapedia,,testacea,Smith,1854,Paratetrapedia testacea Smith 1854,pp65,Plantae,Magnoliophyta,Embryopsida,,Verbenaceae,Stachytarpheta,cayennensis,(Rich.) Vahl,,Stachytarpheta cayennensis (Rich.) Vahl
CN-374,CN05,-6.137579,-50.452847,Active_net_collecting,visiting,1,12amUTC,25,3,2022,Animalia, Arthropoda,Insecta,Hymenoptera,Apidae,Paratrigona,,crassicornis,Camargo & Moure,1994,Paratrigona crassicornis Camargo & Moure 1994,pp38,Plantae,Magnoliophyta,Embryopsida,,Rubiaceae,Borreria,verticillata,(L.) G.Mey.,,Borreria verticillata (L.) G.Mey.
