kingdom,phylum,class,order,family,subfamily,tribe,genus,subgenus,infraspecificEpithet,specificEpithet,scientificNameAuthorship,scientificNameAuthorshipYear,scientificName,continent,country,habitat,locality,county,decimalLatitude,decimalLongitude,eventTemperature,eventRelHum,eventAltitude,sampleStrata,day,month,year,materialSampleID,samplingLocationID,samplingProtocol,sampleSizeValue,samplingEffort,timePerSample,butflyHostFamily,butflyHostGenera,butflyHostRef,butflyBlemishWing,butflyBodySize,butflyCamouflage,butflyEyeSize,butflyForeWingLength,butflyForeWingWidth,butflyHindWingLength,butflyHindWingWidth,butflyIridescence,butflyProboscisLength,categoryThreatMMA,categoryThreatIUCN
Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Satyrinae,,Taygetis,,,cleopatra,Felder & Felder,1862,Taygetis cleopatra Felder & Felder 1862,South America,Brazil,Open Ombrophylous Forest,Carajás,Parauapebas,-6.145874,-50.43998,,,670,understory,31,3,2022,ITV44011,CN05,attractive bait,,,,1,1,"Hurtado, T., Nakahara, S., Rodríguez-Melgarejo, M., Tejeira, R., See, J., Ccahuana, R., & Gallice, G. (2021). Complete immature stages of the euptychiine butterfly Taygetis cleopatra (C. Felder & R. Felder, 1862)(Lepidoptera: Nymphalidae: Satyrinae) in southeastern Peru. Tropical Lepidoptera Research, 179-185.",,,,,,,,,,8.96,NE,NE
Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Satyrinae,,Taygetis,,,cleopatra,Felder & Felder,1862,Taygetis cleopatra Felder & Felder 1862,South America,Brazil,Open Ombrophylous Forest,Carajás,Parauapebas,-6.137579,-50.45285,,,412,understory,10,11,2019,ITV23061,CN06,attractive bait,,,,1,1,"Hurtado, T., Nakahara, S., Rodríguez-Melgarejo, M., Tejeira, R., See, J., Ccahuana, R., & Gallice, G. (2021). Complete immature stages of the euptychiine butterfly Taygetis cleopatra (C. Felder & R. Felder, 1862)(Lepidoptera: Nymphalidae: Satyrinae) in southeastern Peru. Tropical Lepidoptera Research, 179-185.",1,18.1,1,1.78,33.96,22.75,27.52,26.73,0,9.18,NE,NE
Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Satyrinae,,Taygetis,,,cleopatra,Felder & Felder,1862,Taygetis cleopatra Felder & Felder 1862,South America,Brazil,Open Ombrophylous Forest,Carajás,Parauapebas,-6.137579,-50.45285,,,412,understory,8,11,2019,ITV23098,CN06,attractive bait,,,,1,1,"Hurtado, T., Nakahara, S., Rodríguez-Melgarejo, M., Tejeira, R., See, J., Ccahuana, R., & Gallice, G. (2021). Complete immature stages of the euptychiine butterfly Taygetis cleopatra (C. Felder & R. Felder, 1862)(Lepidoptera: Nymphalidae: Satyrinae) in southeastern Peru. Tropical Lepidoptera Research, 179-185.",1,21.65,1,1.67,37.28,23.9,31.9,23.93,0,8.17,NE,NE
Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Satyrinae,,Taygetis,,,cleopatra,Felder & Felder,1862,Taygetis cleopatra Felder & Felder 1862,South America,Brazil,Open Ombrophylous Forest,Carajás,Parauapebas,-6.137579,-50.45285,,,412,understory,28,3,2022,ITV44035,CN06,attractive bait,,,,1,1,"Hurtado, T., Nakahara, S., Rodríguez-Melgarejo, M., Tejeira, R., See, J., Ccahuana, R., & Gallice, G. (2021). Complete immature stages of the euptychiine butterfly Taygetis cleopatra (C. Felder & R. Felder, 1862)(Lepidoptera: Nymphalidae: Satyrinae) in southeastern Peru. Tropical Lepidoptera Research, 179-185.",,,,,,,,,,7.47,NE,NE
Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Satyrinae,,Taygetis,,,cleopatra,Felder & Felder,1862,Taygetis cleopatra Felder & Felder 1862,South America,Brazil,Open Ombrophylous Forest,Carajás,Parauapebas,-6.137579,-50.45285,,,412,understory,28,3,2022,ITV44036,CN06,attractive bait,,,,1,1,"Hurtado, T., Nakahara, S., Rodríguez-Melgarejo, M., Tejeira, R., See, J., Ccahuana, R., & Gallice, G. (2021). Complete immature stages of the euptychiine butterfly Taygetis cleopatra (C. Felder & R. Felder, 1862)(Lepidoptera: Nymphalidae: Satyrinae) in southeastern Peru. Tropical Lepidoptera Research, 179-185.",,,,,,,,,,10.7,NE,NE
Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Satyrinae,,Taygetis,,,cleopatra,Felder & Felder,1862,Taygetis cleopatra Felder & Felder 1862,South America,Brazil,Open Ombrophylous Forest,Carajás,Parauapebas,-6.137579,-50.45285,,,412,understory,1,4,2022,ITV44046,CN06,attractive bait,,,,1,1,"Hurtado, T., Nakahara, S., Rodríguez-Melgarejo, M., Tejeira, R., See, J., Ccahuana, R., & Gallice, G. (2021). Complete immature stages of the euptychiine butterfly Taygetis cleopatra (C. Felder & R. Felder, 1862)(Lepidoptera: Nymphalidae: Satyrinae) in southeastern Peru. Tropical Lepidoptera Research, 179-185.",,,,,,,,,,7.84,NE,NE
Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Satyrinae,,Taygetis,,,cleopatra,Felder & Felder,1862,Taygetis cleopatra Felder & Felder 1862,South America,Brazil,Evergreen Seasonal Forest,Carajás,Parauapebas,-6.171656,-50.35259,,,466,understory,29,3,2022,ITV44021,CN08,attractive bait,,,,1,1,"Hurtado, T., Nakahara, S., Rodríguez-Melgarejo, M., Tejeira, R., See, J., Ccahuana, R., & Gallice, G. (2021). Complete immature stages of the euptychiine butterfly Taygetis cleopatra (C. Felder & R. Felder, 1862)(Lepidoptera: Nymphalidae: Satyrinae) in southeastern Peru. Tropical Lepidoptera Research, 179-185.",0,16.63,1,2.09,32.6,20.02,23.9,26.81,0,7.14,NE,NE
Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Satyrinae,,Taygetis,,,cleopatra,Felder & Felder,1862,Taygetis cleopatra Felder & Felder 1862,South America,Brazil,Open Ombrophylous Forest,Carajás,Parauapebas,-6.244426,-50.31531,,,698,canopy,16,5,2022,ITV44075,CN11,attractive bait,,,,1,1,"Hurtado, T., Nakahara, S., Rodríguez-Melgarejo, M., Tejeira, R., See, J., Ccahuana, R., & Gallice, G. (2021). Complete immature stages of the euptychiine butterfly Taygetis cleopatra (C. Felder & R. Felder, 1862)(Lepidoptera: Nymphalidae: Satyrinae) in southeastern Peru. Tropical Lepidoptera Research, 179-185.",,,,,,,,,,,NE,NE
Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Satyrinae,,Taygetis,,,cleopatra,Felder & Felder,1862,Taygetis cleopatra Felder & Felder 1862,South America,Brazil,Forest associated with ferruginous mountains,Carajás,Parauapebas,-6.14236,-50.17405,,,710,understory,16,5,2022,ITV44083,CN13,attractive bait,,,,1,1,"Hurtado, T., Nakahara, S., Rodríguez-Melgarejo, M., Tejeira, R., See, J., Ccahuana, R., & Gallice, G. (2021). Complete immature stages of the euptychiine butterfly Taygetis cleopatra (C. Felder & R. Felder, 1862)(Lepidoptera: Nymphalidae: Satyrinae) in southeastern Peru. Tropical Lepidoptera Research, 179-185.",,,,,,,,,,9.69,NE,NE
Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Satyrinae,,Taygetis,,,mermeria,Cramer,1776,Taygetis mermeria Cramer 1776,South America,Brazil,Open Ombrophylous Forest,Carajás,Parauapebas,-6.148752,-50.42119,,,662,understory,29,3,2022,ITV44019,CN04,attractive bait,,,,1,2,"Beccaloni, G.W., Hall, S.K., Viloria, A.L. & Robinson, G.S. (2007) Host-plants of the Neotropical Butterflies: A Catalogue / Catálogo de las Plantas Huésped de las Mariposas Neotropicales. S.E.A., RIBES-CYTED, The Natural History Museum & Instituto Venezolano de Investigaciones Científicas",,,,,,,,,,,NE,NE
Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Satyrinae,,Taygetis,,,mermeria,Cramer,1776,Taygetis mermeria Cramer 1776,South America,Brazil,Open Ombrophylous Forest,Carajás,Parauapebas,-6.148752,-50.42119,,,662,understory,27,3,2022,ITV44041,CN04,attractive bait,,,,1,2,"Beccaloni, G.W., Hall, S.K., Viloria, A.L. & Robinson, G.S. (2007) Host-plants of the Neotropical Butterflies: A Catalogue / Catálogo de las Plantas Huésped de las Mariposas Neotropicales. S.E.A., RIBES-CYTED, The Natural History Museum & Instituto Venezolano de Investigaciones Científicas",,,,,,,,,,10.29,NE,NE
Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Satyrinae,,Taygetis,,,mermeria,Cramer,1776,Taygetis mermeria Cramer 1776,South America,Brazil,Open Ombrophylous Forest,Carajás,Parauapebas,-6.244426,-50.31531,,,698,understory,14,5,2022,ITV44065,CN11,attractive bait,,,,1,2,"Beccaloni, G.W., Hall, S.K., Viloria, A.L. & Robinson, G.S. (2007) Host-plants of the Neotropical Butterflies: A Catalogue / Catálogo de las Plantas Huésped de las Mariposas Neotropicales. S.E.A., RIBES-CYTED, The Natural History Museum & Instituto Venezolano de Investigaciones Científicas",,,,,,,,,,10.87,NE,NE
Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Satyrinae,,Taygetis,,,mermeria,Cramer,1776,Taygetis mermeria Cramer 1776,South America,Brazil,Open Ombrophylous Forest,Carajás,Parauapebas,-6.284544,-50.33622,,,694,understory,14,5,2022,ITV44066,CN12,attractive bait,,,,1,2,"Beccaloni, G.W., Hall, S.K., Viloria, A.L. & Robinson, G.S. (2007) Host-plants of the Neotropical Butterflies: A Catalogue / Catálogo de las Plantas Huésped de las Mariposas Neotropicales. S.E.A., RIBES-CYTED, The Natural History Museum & Instituto Venezolano de Investigaciones Científicas",,,,,,,,,,11.96,NE,NE
Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Satyrinae,,Taygetis,,,mermeria,Cramer,1776,Taygetis mermeria Cramer 1776,South America,Brazil,Forest associated with ferruginous mountains,Carajás,Parauapebas,-6.14236,-50.17405,,,710,understory,10,11,2019,ITV23069,CN13,attractive bait,,,,1,2,"Beccaloni, G.W., Hall, S.K., Viloria, A.L. & Robinson, G.S. (2007) Host-plants of the Neotropical Butterflies: A Catalogue / Catálogo de las Plantas Huésped de las Mariposas Neotropicales. S.E.A., RIBES-CYTED, The Natural History Museum & Instituto Venezolano de Investigaciones Científicas",1,27.6,1,2.91,50.8,33.55,40.35,39.93,0,9.45,NE,NE
Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Satyrinae,,Taygetis,,,virgilia,Cramer,1776,Taygetis virgilia Cramer 1776,South America,Brazil,Evergreen Seasonal Forest,Carajás,Parauapebas,-6.171656,-50.35259,,,466,understory,12,11,2019,ITV23103,CN08,attractive bait,,,,2,2,"Beccaloni, G.W., Hall, S.K., Viloria, A.L. & Robinson, G.S. (2007) Host-plants of the Neotropical Butterflies: A Catalogue / Catálogo de las Plantas Huésped de las Mariposas Neotropicales. S.E.A., RIBES-CYTED, The Natural History Museum & Instituto Venezolano de Investigaciones Científicas",1,20.02,1,2.32,35.36,23.79,30.44,28.13,0,8.08,NE,NE
Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Satyrinae,,Taygetis,,,virgilia,Cramer,1776,Taygetis virgilia Cramer 1776,South America,Brazil,Deciduous Forest,Carajás,Canaã dos Carajás,-6.215823,-50.31776,,,625,understory,11,11,2019,ITV23094,CN10,attractive bait,,,,2,2,"Beccaloni, G.W., Hall, S.K., Viloria, A.L. & Robinson, G.S. (2007) Host-plants of the Neotropical Butterflies: A Catalogue / Catálogo de las Plantas Huésped de las Mariposas Neotropicales. S.E.A., RIBES-CYTED, The Natural History Museum & Instituto Venezolano de Investigaciones Científicas",1,18.54,1,1.91,33.77,23.44,26.05,27.88,0,8.46,NE,NE
Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Satyrinae,,Taygetis,,,virgilia,Cramer,1776,Taygetis virgilia Cramer 1776,South America,Brazil,Deciduous Forest,Carajás,Canaã dos Carajás,-6.215823,-50.31776,,,625,understory,13,11,2019,ITV23155,CN10,attractive bait,,,,2,2,"Beccaloni, G.W., Hall, S.K., Viloria, A.L. & Robinson, G.S. (2007) Host-plants of the Neotropical Butterflies: A Catalogue / Catálogo de las Plantas Huésped de las Mariposas Neotropicales. S.E.A., RIBES-CYTED, The Natural History Museum & Instituto Venezolano de Investigaciones Científicas",1,17.9,1,2.28,33.45,21.95,30.55,27.82,0,8.07,NE,NE
Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Satyrinae,,Taygetis,,,virgilia,Cramer,1776,Taygetis virgilia Cramer 1776,South America,Brazil,Deciduous Forest,Carajás,Canaã dos Carajás,-6.215823,-50.31776,,,625,understory,1,4,2022,ITV44044,CN10,attractive bait,,,,2,2,"Beccaloni, G.W., Hall, S.K., Viloria, A.L. & Robinson, G.S. (2007) Host-plants of the Neotropical Butterflies: A Catalogue / Catálogo de las Plantas Huésped de las Mariposas Neotropicales. S.E.A., RIBES-CYTED, The Natural History Museum & Instituto Venezolano de Investigaciones Científicas",0,16.98,1,2.02,31.15,19.56,25.68,27.31,0,7.14,NE,NE
Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Satyrinae,,Taygetis,,,virgilia,Cramer,1776,Taygetis virgilia Cramer 1776,South America,Brazil,Forest associated with ferruginous mountains,Carajás,Parauapebas,-6.14236,-50.17405,,,710,understory,16,5,2022,ITV44069,CN13,attractive bait,,,,2,2,"Beccaloni, G.W., Hall, S.K., Viloria, A.L. & Robinson, G.S. (2007) Host-plants of the Neotropical Butterflies: A Catalogue / Catálogo de las Plantas Huésped de las Mariposas Neotropicales. S.E.A., RIBES-CYTED, The Natural History Museum & Instituto Venezolano de Investigaciones Científicas",,,,,,,,,,9.47,NE,NE
Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Satyrinae,,Taygetis,,,zippora,A. Butler,1869,Taygetis zippora A. Butler 1869,South America,Brazil,Open Ombrophylous Forest,Carajás,Parauapebas,-6.173898,-50.37792,,,692,understory,29,3,2022,ITV44025,CN03,attractive bait,,,,1,1,"Matos-Maraví, P. F., Peña, C., Willmott, K. R., Freitas, A. V., & Wahlberg, N. (2013). Systematics and evolutionary history of butterflies in the “Taygetis clade”(Nymphalidae: Satyrinae: Euptychiina): Towards a better understanding of Neotropical biogeography. Molecular Phylogenetics and Evolution, 66(1), 54-68.",,,,,,,,,,6.4,NE,NE
Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Satyrinae,,Taygetis,,,zippora,A. Butler,1869,Taygetis zippora A. Butler 1869,South America,Brazil,Open Ombrophylous Forest,Carajás,Parauapebas,-6.145874,-50.43998,,,670,understory,31,3,2022,ITV44012,CN05,attractive bait,,,,1,1,"Matos-Maraví, P. F., Peña, C., Willmott, K. R., Freitas, A. V., & Wahlberg, N. (2013). Systematics and evolutionary history of butterflies in the “Taygetis clade”(Nymphalidae: Satyrinae: Euptychiina): Towards a better understanding of Neotropical biogeography. Molecular Phylogenetics and Evolution, 66(1), 54-68.",,,,,,,,,,8.24,NE,NE
Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Satyrinae,,Taygetis,,,zippora,A. Butler,1869,Taygetis zippora A. Butler 1869,South America,Brazil,Open Ombrophylous Forest,Carajás,Parauapebas,-6.145874,-50.43998,,,670,understory,31,3,2022,ITV44013,CN05,attractive bait,,,,1,1,"Matos-Maraví, P. F., Peña, C., Willmott, K. R., Freitas, A. V., & Wahlberg, N. (2013). Systematics and evolutionary history of butterflies in the “Taygetis clade”(Nymphalidae: Satyrinae: Euptychiina): Towards a better understanding of Neotropical biogeography. Molecular Phylogenetics and Evolution, 66(1), 54-68.",,,,,,,,,,8.78,NE,NE
Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Satyrinae,,Taygetis,,,zippora,A. Butler,1869,Taygetis zippora A. Butler 1869,South America,Brazil,Open Ombrophylous Forest,Carajás,Parauapebas,-6.284544,-50.33622,,,694,understory,16,5,2022,ITV44080,CN12,attractive bait,,,,1,1,"Matos-Maraví, P. F., Peña, C., Willmott, K. R., Freitas, A. V., & Wahlberg, N. (2013). Systematics and evolutionary history of butterflies in the “Taygetis clade”(Nymphalidae: Satyrinae: Euptychiina): Towards a better understanding of Neotropical biogeography. Molecular Phylogenetics and Evolution, 66(1), 54-68.",,,,,,,,,,9.67,NE,NE
Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Biblidinae,,Temenis,,,laothoe,Cramer,1779,Temenis laothoe Cramer 1779,South America,Brazil,Open Ombrophylous Forest,Carajás,Parauapebas,-6.175786,-50.40909,,,705,canopy,9,11,2019,ITV23068,CN01,attractive bait,,,,2,7,"Beccaloni, G.W., Hall, S.K., Viloria, A.L. & Robinson, G.S. (2007) Host-plants of the Neotropical Butterflies: A Catalogue / Catálogo de las Plantas Huésped de las Mariposas Neotropicales. S.E.A., RIBES-CYTED, The Natural History Museum & Instituto Venezolano de Investigaciones Científicas",1,14.99,1,1.73,29.8,18.19,22.54,21.88,0,11.46,NE,NE
Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Biblidinae,,Temenis,,,laothoe,Cramer,1779,Temenis laothoe Cramer 1779,South America,Brazil,Open Ombrophylous Forest,Carajás,Parauapebas,-6.175786,-50.40909,,,705,canopy,9,11,2019,ITV23108,CN01,attractive bait,,,,2,7,"Beccaloni, G.W., Hall, S.K., Viloria, A.L. & Robinson, G.S. (2007) Host-plants of the Neotropical Butterflies: A Catalogue / Catálogo de las Plantas Huésped de las Mariposas Neotropicales. S.E.A., RIBES-CYTED, The Natural History Museum & Instituto Venezolano de Investigaciones Científicas",1,14.93,1,2.01,24.33,15.88,16.45,14.71,0,9.58,NE,NE
Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Biblidinae,,Temenis,,,laothoe,Cramer,1779,Temenis laothoe Cramer 1779,South America,Brazil,Forest associated with ferruginous mountains,Carajás,Parauapebas,-6.14236,-50.17405,,,710,canopy,16,5,2022,ITV44070,CN13,attractive bait,,,,2,7,"Beccaloni, G.W., Hall, S.K., Viloria, A.L. & Robinson, G.S. (2007) Host-plants of the Neotropical Butterflies: A Catalogue / Catálogo de las Plantas Huésped de las Mariposas Neotropicales. S.E.A., RIBES-CYTED, The Natural History Museum & Instituto Venezolano de Investigaciones Científicas",,,,,,,,,,11.19,NE,NE
Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Nymphalinae,,Tigridia,,,acesta,Linnaeus,1758,Tigridia acesta Linnaeus 1758,South America,Brazil,Open Ombrophylous Forest,Carajás,Parauapebas,-6.17136,-50.35343,,,603,understory,12,11,2019,ITV23147,CN07,attractive bait,,,,3,5,"Beccaloni, G.W., Hall, S.K., Viloria, A.L. & Robinson, G.S. (2007) Host-plants of the Neotropical Butterflies: A Catalogue / Catálogo de las Plantas Huésped de las Mariposas Neotropicales. S.E.A., RIBES-CYTED, The Natural History Museum & Instituto Venezolano de Investigaciones Científicas",0,12.99,1,1.65,20.43,12.53,17.2,12.64,0,9.45,NE,NE
Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Nymphalinae,,Tigridia,,,acesta,Linnaeus,1758,Tigridia acesta Linnaeus 1758,South America,Brazil,Forest associated with ferruginous mountains,Carajás,Parauapebas,-6.161556,-50.16644,,,703,understory,12,11,2019,ITV23099,CN14,attractive bait,,,,3,5,"Beccaloni, G.W., Hall, S.K., Viloria, A.L. & Robinson, G.S. (2007) Host-plants of the Neotropical Butterflies: A Catalogue / Catálogo de las Plantas Huésped de las Mariposas Neotropicales. S.E.A., RIBES-CYTED, The Natural History Museum & Instituto Venezolano de Investigaciones Científicas",0,12.92,1,1.77,22.46,14.57,18.3,15.42,0,11.24,NE,NE
Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Satyrinae,,Yphthimoides,,,renata,Cramer,1782,Yphthimoides renata Cramer 1782,South America,Brazil,Open Ombrophylous Forest,Carajás,Parauapebas,-6.148752,-50.42119,,,662,canopy,29,3,2022,ITV44016,CN04,attractive bait,,,,2,9,"Beccaloni, G.W., Hall, S.K., Viloria, A.L. & Robinson, G.S. (2007) Host-plants of the Neotropical Butterflies: A Catalogue / Catálogo de las Plantas Huésped de las Mariposas Neotropicales. S.E.A., RIBES-CYTED, The Natural History Museum & Instituto Venezolano de Investigaciones Científicas",1,12.94,1,1.82,24.27,14.61,16.6,19.11,0,5.27,NE,NE
Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Satyrinae,,Yphthimoides,,,renata,Cramer,1782,Yphthimoides renata Cramer 1782,South America,Brazil,Forest associated with ferruginous mountains,Carajás,Parauapebas,-6.14236,-50.17405,,,710,understory,16,5,2022,ITV44073,CN13,attractive bait,,,,2,9,"Beccaloni, G.W., Hall, S.K., Viloria, A.L. & Robinson, G.S. (2007) Host-plants of the Neotropical Butterflies: A Catalogue / Catálogo de las Plantas Huésped de las Mariposas Neotropicales. S.E.A., RIBES-CYTED, The Natural History Museum & Instituto Venezolano de Investigaciones Científicas",1,11.53,1,1.69,23.11,14.74,16.41,18.51,0,5.25,NE,NE
Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Charaxinae,,Zaretis,,,itys,Cramer,1977,Zaretis itys Cramer 1977,South America,Brazil,Open Ombrophylous Forest,Carajás,Parauapebas,-6.173898,-50.37792,,,692,understory,11,11,2019,ITV23117,CN03,attractive bait,,,,2,5,"Beccaloni, G.W., Hall, S.K., Viloria, A.L. & Robinson, G.S. (2007) Host-plants of the Neotropical Butterflies: A Catalogue / Catálogo de las Plantas Huésped de las Mariposas Neotropicales. S.E.A., RIBES-CYTED, The Natural History Museum & Instituto Venezolano de Investigaciones Científicas",0,14.49,1,1.6,32.63,23.27,23.05,25.33,0,6.17,NE,NE
Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Satyrinae,,,,,,,,   ,South America,Brazil,Deciduous Forest,Carajás,Canaã dos Carajás,-6.215823,-50.31776,,,625,understory,29,3,2022,ITV44022,CN10,attractive bait,,,,,,,1,9.15,1,1.39,15.74,9.3,10.84,9.97,0,3.03,NE,NE
Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Satyrinae,,,,,,,,   ,South America,Brazil,Deciduous Forest,Carajás,Canaã dos Carajás,-6.215823,-50.31776,,,625,understory,29,3,2022,ITV44023,CN10,attractive bait,,,,,,,1,9.06,1,1.05,14.8,8.36,11.49,9.04,0,1.97,NE,NE
