kingdom,phylum,class,order,family,subfamily,tribe,genus,subgenus,infraspecificEpithet,specificEpithet,scientificNameAuthorship,scientificNameAuthorshipYear,scientificName,continent,country,habitat,locality,county,decimalLatitude,decimalLongitude,eventTemperature,eventRelHum,eventAltitude,sampleStrata,day,month,year,materialSampleID,samplingLocationID,samplingProtocol,sampleSizeValue,samplingEffort,timePerSample,beeAttractScent,beeBodyWeight,beeCropPol,beeITDist,beeMaxComDist,beeMaxHomDist,beeMaxForDist,beeNesting,beeNestLoc,beeNestType,beeSociality,beeTipHomDist,beeWingLoad,beekeepSp,categoryThreatMMA,categoryThreatIUCN,beekeepRef
Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,,Meliponini,Ptilotrigona,,,lurida,Smith,1854,Ptilotrigona lurida Smith 1854,South America,Brazil,Open Ombrophylous Forest,Carajás,Parauapebas,-6.145874,-50.439977,,,662,understory,27,3,2022,CN-113,CN04,Active_net_collecting,,,,,11.3264978,no,1.6,0.376778846,0.210895766,0.515382324,cavity,renter,,Social,0.104413579,1.0807,no,NE,NE,
Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,,Meliponini,Ptilotrigona,,,lurida,Smith,1854,Ptilotrigona lurida Smith 1854,South America,Brazil,Open Ombrophylous Forest,Carajás,Parauapebas,-6.145874,-50.439977,,,662,understory,27,3,2022,CN-348,CN04,Active_net_collecting,,,,,10.65647732,no,1.55,0.344861549,0.189520632,0.478891598,cavity,renter,,Social,0.094200968,1.0473,no,NE,NE,
Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,,Meliponini,Ptilotrigona,,,lurida,Smith,1854,Ptilotrigona lurida Smith 1854,South America,Brazil,Open Ombrophylous Forest,Carajás,Parauapebas,-6.145874,-50.439977,,,662,understory,27,3,2022,CN-352,CN04,Active_net_collecting,,,,,10.62155951,no,1.55,0.344861549,0.189520632,0.478891598,cavity,renter,,Social,0.094200968,1.0473,no,NE,NE,
Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,,Meliponini,Ptilotrigona,,,lurida,Smith,1854,Ptilotrigona lurida Smith 1854,South America,Brazil,Open Ombrophylous Forest,Carajás,Parauapebas,-6.145874,-50.439977,,,662,understory,27,3,2022,CN-357,CN04,Active_net_collecting,,,,,11.40446061,no,1.6,0.376778846,0.210895766,0.515382324,cavity,renter,,Social,0.104413579,1.0807,no,NE,NE,
Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,,Meliponini,Ptilotrigona,,,lurida,Smith,1854,Ptilotrigona lurida Smith 1854,South America,Brazil,Open Ombrophylous Forest,Carajás,Parauapebas,-6.145874,-50.439977,,,662,understory,15,5,2022,CN-1614,CN04,Active_net_collecting,,,,,12.92713247,no,1.7,0.446160988,0.258637247,0.592964038,cavity,renter,,Social,0.127091177,1.1475,no,NE,NE,
Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,,Meliponini,Ptilotrigona,,,lurida,Smith,1854,Ptilotrigona lurida Smith 1854,South America,Brazil,Open Ombrophylous Forest,Carajás,Parauapebas,-6.145874,-50.439977,,,662,understory,20,8,2022,CN-1650,CN04,Honey_trap,,,,,12.91051667,no,1.7,0.446160988,0.258637247,0.592964038,cavity,renter,,Social,0.127091177,1.1475,no,NE,NE,
Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,,Meliponini,Ptilotrigona,,,lurida,Smith,1854,Ptilotrigona lurida Smith 1854,South America,Brazil,Open Ombrophylous Forest,Carajás,Parauapebas,-6.145874,-50.439977,,,662,understory,20,8,2022,CN-1651,CN04,Honey_trap,,,,,12.9074835,no,1.7,0.446160988,0.258637247,0.592964038,cavity,renter,,Social,0.127091177,1.1475,no,NE,NE,
Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,,Meliponini,Ptilotrigona,,,lurida,Smith,1854,Ptilotrigona lurida Smith 1854,South America,Brazil,Open Ombrophylous Forest,Carajás,Parauapebas,-6.137579,-50.452847,,,670,understory,15,5,2022,CN-1178,CN05,Active_net_collecting,,,,,12.84144018,no,1.7,0.446160988,0.258637247,0.592964038,cavity,renter,,Social,0.127091177,1.1475,no,NE,NE,
Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,,Meliponini,Ptilotrigona,,,lurida,Smith,1854,Ptilotrigona lurida Smith 1854,South America,Brazil,Open Ombrophylous Forest,Carajás,Parauapebas,-6.171656,-50.352591,,,412,understory,30,3,2022,CN-147,CN06,Active_net_collecting,,,,,10.6978952,no,1.55,0.344861549,0.189520632,0.478891598,cavity,renter,,Social,0.094200968,1.0473,no,NE,NE,
Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,,Meliponini,Ptilotrigona,,,lurida,Smith,1854,Ptilotrigona lurida Smith 1854,South America,Brazil,Open Ombrophylous Forest,Carajás,Parauapebas,-6.171656,-50.352591,,,412,understory,30,3,2022,CN-208,CN06,Active_net_collecting,,,,,11.46234756,no,1.6,0.376778846,0.210895766,0.515382324,cavity,renter,,Social,0.104413579,1.0807,no,NE,NE,
Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,,Meliponini,Ptilotrigona,,,lurida,Smith,1854,Ptilotrigona lurida Smith 1854,South America,Brazil,Open Ombrophylous Forest,Carajás,Parauapebas,-6.171656,-50.352591,,,412,understory,13,5,2022,CN-1128,CN06,Active_net_collecting,,,,,12.99172436,no,1.7,0.446160988,0.258637247,0.592964038,cavity,renter,,Social,0.127091177,1.1475,no,NE,NE,
Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,,Meliponini,Ptilotrigona,,,lurida,Smith,1854,Ptilotrigona lurida Smith 1854,South America,Brazil,Open Ombrophylous Forest,Carajás,Parauapebas,-6.171656,-50.352591,,,412,understory,13,5,2022,CN-1129,CN06,Active_net_collecting,,,,,12.80980413,no,1.7,0.446160988,0.258637247,0.592964038,cavity,renter,,Social,0.127091177,1.1475,no,NE,NE,
Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,,Meliponini,Ptilotrigona,,,lurida,Smith,1854,Ptilotrigona lurida Smith 1854,South America,Brazil,Open Ombrophylous Forest,Carajás,Parauapebas,-6.171656,-50.352591,,,412,understory,13,5,2022,CN-1130,CN06,Active_net_collecting,,,,,12.85104745,no,1.7,0.446160988,0.258637247,0.592964038,cavity,renter,,Social,0.127091177,1.1475,no,NE,NE,
Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,,Meliponini,Ptilotrigona,,,lurida,Smith,1854,Ptilotrigona lurida Smith 1854,South America,Brazil,Open Ombrophylous Forest,Carajás,Parauapebas,-6.171656,-50.352591,,,412,understory,18,8,2022,CN-1763,CN06,Active_net_collecting,,,,,13.03528996,no,1.7,0.446160988,0.258637247,0.592964038,cavity,renter,,Social,0.127091177,1.1475,no,NE,NE,
Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,,Meliponini,Ptilotrigona,,,lurida,Smith,1854,Ptilotrigona lurida Smith 1854,South America,Brazil,Open Ombrophylous Forest,Carajás,Parauapebas,-6.171656,-50.352591,,,412,understory,30,3,2022,CN-130,CN06,Honey_trap,,,,,9.986310561,no,1.5,0.314733108,0.169716153,0.443914246,cavity,renter,,Social,0.084700868,1.0139,no,NE,NE,
Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,,Meliponini,Ptilotrigona,,,lurida,Smith,1854,Ptilotrigona lurida Smith 1854,South America,Brazil,Open Ombrophylous Forest,Carajás,Parauapebas,-6.171656,-50.352591,,,412,understory,30,3,2022,CN-222,CN06,Honey_trap,,,,,10.56558259,no,1.55,0.344861549,0.189520632,0.478891598,cavity,renter,,Social,0.094200968,1.0473,no,NE,NE,
Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,,Meliponini,Ptilotrigona,,,lurida,Smith,1854,Ptilotrigona lurida Smith 1854,South America,Brazil,Open Ombrophylous Forest,Carajás,Parauapebas,-6.171656,-50.352591,,,412,understory,13,5,2022,CN-1102,CN06,Honey_trap,,,,,12.95069773,no,1.7,0.446160988,0.258637247,0.592964038,cavity,renter,,Social,0.127091177,1.1475,no,NE,NE,
Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,,Meliponini,Ptilotrigona,,,lurida,Smith,1854,Ptilotrigona lurida Smith 1854,South America,Brazil,Open Ombrophylous Forest,Carajás,Parauapebas,-6.171656,-50.352591,,,412,understory,13,5,2022,CN-1103,CN06,Honey_trap,,,,,12.9527543,no,1.7,0.446160988,0.258637247,0.592964038,cavity,renter,,Social,0.127091177,1.1475,no,NE,NE,
Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,,Meliponini,Ptilotrigona,,,lurida,Smith,1854,Ptilotrigona lurida Smith 1854,South America,Brazil,Open Ombrophylous Forest,Carajás,Parauapebas,-6.171656,-50.352591,,,412,understory,13,5,2022,CN-1104,CN06,Honey_trap,,,,,12.80899046,no,1.7,0.446160988,0.258637247,0.592964038,cavity,renter,,Social,0.127091177,1.1475,no,NE,NE,
Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,,Meliponini,Ptilotrigona,,,lurida,Smith,1854,Ptilotrigona lurida Smith 1854,South America,Brazil,Open Ombrophylous Forest,Carajás,Parauapebas,-6.171656,-50.352591,,,412,understory,13,5,2022,CN-1105,CN06,Honey_trap,,,,,12.93936186,no,1.7,0.446160988,0.258637247,0.592964038,cavity,renter,,Social,0.127091177,1.1475,no,NE,NE,
Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,,Meliponini,Ptilotrigona,,,lurida,Smith,1854,Ptilotrigona lurida Smith 1854,South America,Brazil,Open Ombrophylous Forest,Carajás,Parauapebas,-6.171656,-50.352591,,,412,understory,13,5,2022,CN-1528,CN06,Honey_trap,,,,,9.884887024,no,1.5,0.314733108,0.169716153,0.443914246,cavity,renter,,Social,0.084700868,1.0139,no,NE,NE,
Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,,Meliponini,Ptilotrigona,,,lurida,Smith,1854,Ptilotrigona lurida Smith 1854,South America,Brazil,Open Ombrophylous Forest,Carajás,Parauapebas,-6.20235,-50.343878,,,603,understory,19,5,2022,CN-1410,CN07,Active_net_collecting,,,,,12.99023014,no,1.7,0.446160988,0.258637247,0.592964038,cavity,renter,,Social,0.127091177,1.1475,no,NE,NE,
Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,,Meliponini,Ptilotrigona,,,lurida,Smith,1854,Ptilotrigona lurida Smith 1854,South America,Brazil,Open Ombrophylous Forest,Carajás,Parauapebas,-6.20235,-50.343878,,,603,understory,19,5,2022,CN-1447,CN07,Active_net_collecting,,,,,12.81435138,no,1.7,0.446160988,0.258637247,0.592964038,cavity,renter,,Social,0.127091177,1.1475,no,NE,NE,
Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,,Meliponini,Ptilotrigona,,,lurida,Smith,1854,Ptilotrigona lurida Smith 1854,South America,Brazil,Open Ombrophylous Forest,Carajás,Parauapebas,-6.20235,-50.343878,,,603,understory,1,4,2022,CN-633,CN07,Honey_trap,,,,,11.35384632,no,1.6,0.376778846,0.210895766,0.515382324,cavity,renter,,Social,0.104413579,1.0807,no,NE,NE,
Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,,Meliponini,Ptilotrigona,,,lurida,Smith,1854,Ptilotrigona lurida Smith 1854,South America,Brazil,Open Ombrophylous Forest,Carajás,Parauapebas,-6.20235,-50.343878,,,603,understory,1,4,2022,CN-634,CN07,Honey_trap,,,,,10.711228,no,1.55,0.344861549,0.189520632,0.478891598,cavity,renter,,Social,0.094200968,1.0473,no,NE,NE,
Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,,Meliponini,Ptilotrigona,,,lurida,Smith,1854,Ptilotrigona lurida Smith 1854,South America,Brazil,Open Ombrophylous Forest,Carajás,Parauapebas,-6.20235,-50.343878,28,HI,603,understory,1,4,2022,CN-1006,CN07,Scent_trap,,,,,12.97496374,no,1.7,0.446160988,0.258637247,0.592964038,cavity,renter,,Social,0.127091177,1.1475,no,NE,NE,
Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,,Meliponini,Ptilotrigona,,,lurida,Smith,1854,Ptilotrigona lurida Smith 1854,South America,Brazil,Deciduous Forest,Carajás,Canaã dos Carajás,-6.284544,-50.336224,,,625,understory,17,5,2022,CN-1239,CN10,Active_net_collecting,,,,,13.02268322,no,1.7,0.446160988,0.258637247,0.592964038,cavity,renter,,Social,0.127091177,1.1475,no,NE,NE,
Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,,Meliponini,Ptilotrigona,,,lurida,Smith,1854,Ptilotrigona lurida Smith 1854,South America,Brazil,Deciduous Forest,Carajás,Canaã dos Carajás,-6.284544,-50.336224,,,625,understory,17,5,2022,CN-1240,CN10,Active_net_collecting,,,,,12.89939902,no,1.7,0.446160988,0.258637247,0.592964038,cavity,renter,,Social,0.127091177,1.1475,no,NE,NE,
Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,,Meliponini,Ptilotrigona,,,lurida,Smith,1854,Ptilotrigona lurida Smith 1854,South America,Brazil,Deciduous Forest,Carajás,Canaã dos Carajás,-6.284544,-50.336224,,,625,understory,26,3,2022,CN-177,CN10,Honey_trap,,,,,9.988311504,no,1.5,0.314733108,0.169716153,0.443914246,cavity,renter,,Social,0.084700868,1.0139,no,NE,NE,
Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,,Meliponini,Ptilotrigona,,,lurida,Smith,1854,Ptilotrigona lurida Smith 1854,South America,Brazil,Deciduous Forest,Carajás,Canaã dos Carajás,-6.284544,-50.336224,,,625,understory,26,3,2022,CN-178,CN10,Honey_trap,,,,,10.02104375,no,1.5,0.314733108,0.169716153,0.443914246,cavity,renter,,Social,0.084700868,1.0139,no,NE,NE,
Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,,Meliponini,Ptilotrigona,,,lurida,Smith,1854,Ptilotrigona lurida Smith 1854,South America,Brazil,Deciduous Forest,Carajás,Canaã dos Carajás,-6.284544,-50.336224,,,625,understory,26,3,2022,CN-179,CN10,Honey_trap,,,,,11.4307547,no,1.6,0.376778846,0.210895766,0.515382324,cavity,renter,,Social,0.104413579,1.0807,no,NE,NE,
Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,,Meliponini,Ptilotrigona,,,lurida,Smith,1854,Ptilotrigona lurida Smith 1854,South America,Brazil,Deciduous Forest,Carajás,Canaã dos Carajás,-6.284544,-50.336224,,,625,understory,26,3,2022,CN-180,CN10,Honey_trap,,,,,12.2187043,no,1.65,0.410530319,0.233911167,0.55340154,cavity,renter,,Social,0.115367358,1.1141,no,NE,NE,
Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,,Meliponini,Ptilotrigona,,,lurida,Smith,1854,Ptilotrigona lurida Smith 1854,South America,Brazil,Deciduous Forest,Carajás,Canaã dos Carajás,-6.284544,-50.336224,,,625,understory,26,3,2022,CN-181,CN10,Honey_trap,,,,,10.74281657,no,1.55,0.344861549,0.189520632,0.478891598,cavity,renter,,Social,0.094200968,1.0473,no,NE,NE,
Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,,Meliponini,Ptilotrigona,,,lurida,Smith,1854,Ptilotrigona lurida Smith 1854,South America,Brazil,Deciduous Forest,Carajás,Canaã dos Carajás,-6.284544,-50.336224,,,625,understory,26,3,2022,CN-182,CN10,Honey_trap,,,,,11.45544913,no,1.6,0.376778846,0.210895766,0.515382324,cavity,renter,,Social,0.104413579,1.0807,no,NE,NE,
Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,,Meliponini,Ptilotrigona,,,lurida,Smith,1854,Ptilotrigona lurida Smith 1854,South America,Brazil,Deciduous Forest,Carajás,Canaã dos Carajás,-6.284544,-50.336224,,,625,understory,26,3,2022,CN-183,CN10,Honey_trap,,,,,11.37206175,no,1.6,0.376778846,0.210895766,0.515382324,cavity,renter,,Social,0.104413579,1.0807,no,NE,NE,
Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,,Meliponini,Ptilotrigona,,,lurida,Smith,1854,Ptilotrigona lurida Smith 1854,South America,Brazil,Open Ombrophylous Forest,Carajás,Parauapebas,-6.14236,-50.174049,,,698,understory,16,5,2022,CN-1348,CN11,Active_net_collecting,,,,,12.80600379,no,1.7,0.446160988,0.258637247,0.592964038,cavity,renter,,Social,0.127091177,1.1475,no,NE,NE,
Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,,Meliponini,Ptilotrigona,,,lurida,Smith,1854,Ptilotrigona lurida Smith 1854,South America,Brazil,Open Ombrophylous Forest,Carajás,Parauapebas,-6.14236,-50.174049,,,698,understory,4,4,2022,CN-892,CN11,Scent_trap,,,,,12.92918461,no,1.7,0.446160988,0.258637247,0.592964038,cavity,renter,,Social,0.127091177,1.1475,no,NE,NE,
Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,,Meliponini,Ptilotrigona,,,lurida,Smith,1854,Ptilotrigona lurida Smith 1854,South America,Brazil,Open Ombrophylous Forest,Carajás,Parauapebas,-6.14236,-50.174049,,,694,understory,3,4,2022,CN-640,CN12,Honey_trap,,,,,13.08531587,no,1.7,0.446160988,0.258637247,0.592964038,cavity,renter,,Social,0.127091177,1.1475,no,NE,NE,
Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,,Meliponini,Ptilotrigona,,,lurida,Smith,1854,Ptilotrigona lurida Smith 1854,South America,Brazil,Open Ombrophylous Forest,Carajás,Parauapebas,-6.14236,-50.174049,,,694,understory,16,5,2022,CN-1395,CN12,Honey_trap,,,,,12.91415812,no,1.7,0.446160988,0.258637247,0.592964038,cavity,renter,,Social,0.127091177,1.1475,no,NE,NE,
Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,,Meliponini,Ptilotrigona,,,lurida,Smith,1854,Ptilotrigona lurida Smith 1854,South America,Brazil,Open Ombrophylous Forest,Carajás,Parauapebas,-6.14236,-50.174049,,,694,understory,22,9,2022,CN-1876,CN12,Honey_trap,,,,,12.93210431,no,1.7,0.446160988,0.258637247,0.592964038,cavity,renter,,Social,0.127091177,1.1475,no,NE,NE,
Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,,Meliponini,Ptilotrigona,,,lurida,Smith,1854,Ptilotrigona lurida Smith 1854,South America,Brazil,Open Ombrophylous Forest,Carajás,Parauapebas,-6.14236,-50.174049,,,694,understory,22,9,2022,CN-1877,CN12,Honey_trap,,,,,13.08280667,no,1.7,0.446160988,0.258637247,0.592964038,cavity,renter,,Social,0.127091177,1.1475,no,NE,NE,
Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,,Meliponini,Ptilotrigona,,,lurida,Smith,1854,Ptilotrigona lurida Smith 1854,South America,Brazil,Open Ombrophylous Forest,Carajás,Parauapebas,-6.14236,-50.174049,,,694,understory,22,9,2022,CN-1878,CN12,Honey_trap,,,,,12.85771758,no,1.7,0.446160988,0.258637247,0.592964038,cavity,renter,,Social,0.127091177,1.1475,no,NE,NE,
Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,,Meliponini,Ptilotrigona,,,lurida,Smith,1854,Ptilotrigona lurida Smith 1854,South America,Brazil,Open Ombrophylous Forest,Carajás,Parauapebas,-6.14236,-50.174049,,,694,understory,22,9,2022,CN-1879,CN12,Honey_trap,,,,,12.85372992,no,1.7,0.446160988,0.258637247,0.592964038,cavity,renter,,Social,0.127091177,1.1475,no,NE,NE,
Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,,Meliponini,Ptilotrigona,,,lurida,Smith,1854,Ptilotrigona lurida Smith 1854,South America,Brazil,Open Ombrophylous Forest,Carajás,Parauapebas,-6.14236,-50.174049,,,694,understory,22,9,2022,CN-1880,CN12,Honey_trap,,,,,12.92490981,no,1.7,0.446160988,0.258637247,0.592964038,cavity,renter,,Social,0.127091177,1.1475,no,NE,NE,
Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,,Meliponini,Ptilotrigona,,,lurida,Smith,1854,Ptilotrigona lurida Smith 1854,South America,Brazil,Open Ombrophylous Forest,Carajás,Parauapebas,-6.14236,-50.174049,,,694,understory,22,9,2022,CN-1881,CN12,Honey_trap,,,,,12.83075467,no,1.7,0.446160988,0.258637247,0.592964038,cavity,renter,,Social,0.127091177,1.1475,no,NE,NE,
Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,,Meliponini,Ptilotrigona,,,lurida,Smith,1854,Ptilotrigona lurida Smith 1854,South America,Brazil,Open Ombrophylous Forest,Carajás,Parauapebas,-6.14236,-50.174049,,,694,understory,22,9,2022,CN-1882,CN12,Honey_trap,,,,,12.96033662,no,1.7,0.446160988,0.258637247,0.592964038,cavity,renter,,Social,0.127091177,1.1475,no,NE,NE,
Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,,Meliponini,Ptilotrigona,,,lurida,Smith,1854,Ptilotrigona lurida Smith 1854,South America,Brazil,Open Ombrophylous Forest,Carajás,Parauapebas,-6.14236,-50.174049,,,694,understory,22,9,2022,CN-1883,CN12,Honey_trap,,,,,13.03436376,no,1.7,0.446160988,0.258637247,0.592964038,cavity,renter,,Social,0.127091177,1.1475,no,NE,NE,
Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,,Meliponini,Ptilotrigona,,,lurida,Smith,1854,Ptilotrigona lurida Smith 1854,South America,Brazil,Open Ombrophylous Forest,Carajás,Parauapebas,-6.14236,-50.174049,,,694,understory,22,9,2022,CN-1884,CN12,Honey_trap,,,,,12.88678554,no,1.7,0.446160988,0.258637247,0.592964038,cavity,renter,,Social,0.127091177,1.1475,no,NE,NE,
Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,,Meliponini,Ptilotrigona,,,lurida,Smith,1854,Ptilotrigona lurida Smith 1854,South America,Brazil,Open Ombrophylous Forest,Carajás,Parauapebas,-6.14236,-50.174049,,,694,understory,22,9,2022,CN-1885,CN12,Honey_trap,,,,,12.88577069,no,1.7,0.446160988,0.258637247,0.592964038,cavity,renter,,Social,0.127091177,1.1475,no,NE,NE,
Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,,Meliponini,Ptilotrigona,,,lurida,Smith,1854,Ptilotrigona lurida Smith 1854,South America,Brazil,Open Ombrophylous Forest,Carajás,Parauapebas,-6.14236,-50.174049,,,694,understory,22,9,2022,CN-1888,CN12,Honey_trap,,,,,12.80513474,no,1.7,0.446160988,0.258637247,0.592964038,cavity,renter,,Social,0.127091177,1.1475,no,NE,NE,
Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,,Meliponini,Ptilotrigona,,,lurida,Smith,1854,Ptilotrigona lurida Smith 1854,South America,Brazil,Open Ombrophylous Forest,Carajás,Parauapebas,-6.14236,-50.174049,,,694,understory,22,9,2022,CN-1889,CN12,Honey_trap,,,,,12.87871024,no,1.7,0.446160988,0.258637247,0.592964038,cavity,renter,,Social,0.127091177,1.1475,no,NE,NE,
Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,,Meliponini,Ptilotrigona,,,lurida,Smith,1854,Ptilotrigona lurida Smith 1854,South America,Brazil,Open Ombrophylous Forest,Carajás,Parauapebas,-6.14236,-50.174049,,,694,understory,22,9,2022,CN-1890,CN12,Honey_trap,,,,,12.93086585,no,1.7,0.446160988,0.258637247,0.592964038,cavity,renter,,Social,0.127091177,1.1475,no,NE,NE,
Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,,Meliponini,Ptilotrigona,,,lurida,Smith,1854,Ptilotrigona lurida Smith 1854,South America,Brazil,Open Ombrophylous Forest,Carajás,Parauapebas,-6.14236,-50.174049,,,694,understory,22,9,2022,CN-1891,CN12,Honey_trap,,,,,12.86707899,no,1.7,0.446160988,0.258637247,0.592964038,cavity,renter,,Social,0.127091177,1.1475,no,NE,NE,
Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,,Meliponini,Ptilotrigona,,,lurida,Smith,1854,Ptilotrigona lurida Smith 1854,South America,Brazil,Open Ombrophylous Forest,Carajás,Parauapebas,-6.14236,-50.174049,,,694,understory,22,9,2022,CN-1892,CN12,Honey_trap,,,,,12.9006935,no,1.7,0.446160988,0.258637247,0.592964038,cavity,renter,,Social,0.127091177,1.1475,no,NE,NE,
Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,,Meliponini,Ptilotrigona,,,lurida,Smith,1854,Ptilotrigona lurida Smith 1854,South America,Brazil,Open Ombrophylous Forest,Carajás,Parauapebas,-6.14236,-50.174049,,,694,understory,22,9,2022,CN-1893,CN12,Honey_trap,,,,,12.9439612,no,1.7,0.446160988,0.258637247,0.592964038,cavity,renter,,Social,0.127091177,1.1475,no,NE,NE,
Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,,Meliponini,Ptilotrigona,,,lurida,Smith,1854,Ptilotrigona lurida Smith 1854,South America,Brazil,Open Ombrophylous Forest,Carajás,Parauapebas,-6.14236,-50.174049,,,694,understory,22,9,2022,CN-1894,CN12,Honey_trap,,,,,12.8739252,no,1.7,0.446160988,0.258637247,0.592964038,cavity,renter,,Social,0.127091177,1.1475,no,NE,NE,
Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,,Meliponini,Ptilotrigona,,,lurida,Smith,1854,Ptilotrigona lurida Smith 1854,South America,Brazil,Open Ombrophylous Forest,Carajás,Parauapebas,-6.14236,-50.174049,,,694,understory,22,9,2022,CN-1895,CN12,Honey_trap,,,,,12.84106691,no,1.7,0.446160988,0.258637247,0.592964038,cavity,renter,,Social,0.127091177,1.1475,no,NE,NE,
Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,,Meliponini,Ptilotrigona,,,lurida,Smith,1854,Ptilotrigona lurida Smith 1854,South America,Brazil,Open Ombrophylous Forest,Carajás,Parauapebas,-6.14236,-50.174049,,,694,understory,22,9,2022,CN-1896,CN12,Honey_trap,,,,,12.94379676,no,1.7,0.446160988,0.258637247,0.592964038,cavity,renter,,Social,0.127091177,1.1475,no,NE,NE,
Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,,Meliponini,Ptilotrigona,,,lurida,Smith,1854,Ptilotrigona lurida Smith 1854,South America,Brazil,Open Ombrophylous Forest,Carajás,Parauapebas,-6.14236,-50.174049,,,694,understory,22,9,2022,CN-1897,CN12,Honey_trap,,,,eugenol,12.95645193,no,1.7,0.446160988,0.258637247,0.592964038,cavity,renter,,Social,0.127091177,1.1475,no,NE,NE,
Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,,Meliponini,Ptilotrigona,,,lurida,Smith,1854,Ptilotrigona lurida Smith 1854,South America,Brazil,Open Ombrophylous Forest,Carajás,Parauapebas,-6.14236,-50.174049,,,694,canopy,22,9,2022,CN-1898,CN12,Honey_trap,,,,eugenol,12.83156725,no,1.7,0.446160988,0.258637247,0.592964038,cavity,renter,,Social,0.127091177,1.1475,no,NE,NE,
Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,,Meliponini,Ptilotrigona,,,lurida,Smith,1854,Ptilotrigona lurida Smith 1854,South America,Brazil,Forest associated with ferruginous mountains,Carajás,Parauapebas,-6.186415,-50.129326,,,703,understory,4,4,2022,CN-452,CN14,Honey_trap,,,,,11.48741017,no,1.6,0.376778846,0.210895766,0.515382324,cavity,renter,,Social,0.104413579,1.0807,no,NE,NE,
Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,,Meliponini,Ptilotrigona,,,lurida,Smith,1854,Ptilotrigona lurida Smith 1854,South America,Brazil,Forest associated with ferruginous mountains,Carajás,Parauapebas,-6.186415,-50.129326,,,703,understory,4,4,2022,CN-848,CN14,Scent_trap,,,,,12.89870332,no,1.7,0.446160988,0.258637247,0.592964038,cavity,renter,,Social,0.127091177,1.1475,no,NE,NE,
